action,cold,warm,create,rent,queue
couchdb_test,11,1429,11,0,1429
image,16,4231,16,10,4221
matmul,3,93,3,1,92
map_reduce,4,476,4,0,476
k-means,7,232,7,0,232
float_operation,1,23,1,1,22
network,0,1,0,1,0
linpack,4,4,4,4,0
disk,1,0,1,0,0
markdown2html,0,1,0,1,0
video,1,0,1,0,0
