action,openwhisk,pagurus,prewarm,sock,pagurus/openwhisk,prewarm/openwhisk,sock/openwhisk
cs_bot,0.6330642700195312,0.04690090815226237,0.45275169610977173,0.13761627674102783,0.07408553976804817,0.715174931758198,0.21738120955204454
ep_users_sign_up,,,,,,,
ep_products_table_update,,,,,,,
ep_orders_create_order,0.5652961730957031,,0.008447647094726562,0.008266329765319824,,0.014943754259762871,0.014623006768383618
ep_products_validate,,,,,,,
ep_delivery_on_package_created,,,,,,,
ep_payment_validate,,,,,,,
ep_warehouse_on_order_events,,,,,,,
ep_warehouse_table_update,0.5653321743011475,0.01642632484436035,0.007860422134399414,0.00704038143157959,0.029056058705072378,0.013904077092580682,0.012453530422680738
ep_payment_cancel_payment,,,,,,,
ep_delivery_table_requests,,,,0.009614229202270508,,,
ep_payment_process_payment,,,,,,,
ep_orders_on_event,0.647275447845459,0.013498544692993164,0.007435321807861328,0.007649580637613933,0.02085440555164704,0.011487106196613465,0.011818122660262432
ep_orders_table_update,,0.018500804901123047,,,,,
ep_payment_update_payment,,0.013167619705200195,,,,,
df_union,0.7128991603851318,0.18146390914916993,0.8278816699981689,0.6203471183776855,0.254543586572801,1.1612886029363814,0.8701751283344946
eo_athenarunner,0.6173880100250244,0.016469955444335938,0.008419275283813477,0.007673025131225586,0.026676830739988562,0.013636927097875161,0.012428205612406658
eo_gluerunner,0.5956130504608155,0.016933066504342214,0.008220570428030831,0.008939027786254883,0.028429643190728267,0.01380186418291325,0.015008112698905627
eo_ons3objectcreated,,,,0.00817573070526123,,,
fmp_twitter_streaming,0.6296192010243734,0.02994829416275024,0.47944796085357666,0.12708721160888672,0.04756572562276559,0.7614887857192535,0.2018477381282516
fmp_twitterddb,,0.01725935935974121,,,,,
fmp_comparefaces,,,,,,,
fp_notification,0.6190866629282633,0.03664841651916504,0.4647947947184245,0.1205216646194458,0.05919755458116157,0.7507750086554241,0.19467656442376186
fp_conversion,0.8395473957061768,0.0788861910502116,,0.19163409868876136,0.09396276071329752,,0.22825882096575414
fp_sentiment,0.6546750068664551,0.015559673309326172,0.01431155204772949,0.007769227027893066,0.023767018972972856,0.021860544388628014,0.01186730354207318
t_payment_method,0.5833518505096436,,,0.009049177169799805,,,0.015512382727326602
t_ddb_encrypt_item,0.642549991607666,,,,,,
sc_add_to_cart,0.8475761413574219,0.02388453483581543,0.014435911178588867,0.011570572853088379,0.028179810249924612,0.01703199332094137,0.013651366866648364
sc_update_cart,0.5483779907226562,0.018372615178426106,,,0.0335035604806359,,
sc_list_cart,0.6463750839233399,0.018890221913655598,0.0118635892868042,0.008856594562530518,0.029224860895003157,0.018354032483422926,0.01370194300927124
sc_migrate_cart,0.7697954972585043,0.01919645071029663,0.012837409973144531,0.011278867721557617,0.024937078456111428,0.016676390052764382,0.014651771492202002
sc_checkout_cart,0.8902916312217712,0.025304508209228516,0.012167692184448242,0.00873255729675293,0.02842271826648809,0.013667085882577814,0.009808648077224993
sc_delete_from_cart,0.5984790325164795,0.013961315155029297,0.0075337886810302734,,0.023327993791737164,0.012588224936389607,
tcp_download_podcast,,0.14119935035705564,,,,,
tcp_check_transcribe,0.6657874584197998,,0.740497350692749,,,1.1122128260725546,
tcp_process_podcast_rss,0.6396603584289551,0.017083406448364258,0.7459084987640381,,0.02670699570991416,1.1661008673353386,
tcp_upload_to_elasticsearch,,,0.7707858085632324,,,,
cer_lambda,,0.32284581661224365,,0.7011582851409912,,,
