action,cold,warm,create,rent,queue
float_operation,26,2784,26,0,2784
video,1,47,1,0,47
couchdb_test,7,1433,7,0,1433
map_reduce,2,286,2,0,286
disk,1,95,1,0,95
markdown2html,24,0,24,0,0
k-means,2,0,2,0,0
image,107,371,107,0,371
network,3,0,3,0,0
matmul,1,0,1,0,0
linpack,1,0,1,0,0
