action,cold,warm,create,rent,queue
network,11,3426,11,14,3412
matmul,3,22,3,0,22
map_reduce,6,282,6,0,282
couchdb_test,9,135,9,0,135
image,3,357,3,0,357
linpack,11,1429,11,0,1429
video,1,11,1,4,7
k-means,4,0,4,0,0
float_operation,0,1,0,1,0
markdown2html,1,0,1,0,0
disk,1,0,1,0,0
