id,time,action,qos,qos_target,lender_pool,type
385accbfb3b5412ab1cc842a6863e346,1609662101.1563241,map_reduce,0.65,0.2,1,repack
2561505a1eb249b9ada21ad91927e5ed,1609662104.6004372,matmul,0.65,0.2,1,repack
1d801e8e987e4fcfae6ed92699f4520d,1609662106.8085837,network,0.65,0.2,1,repack
05c9b6ebf4d24592bfb3b997161baebc,1609662111.9949634,float_operation,0.04902227890625002,0.2,1,repack
bc527a7eb3964acc820eec3a83b5f03c,1609662113.7712967,float_operation,0.04902227890625002,0.2,2,repack
fc73c0d2839649dc97888b8ac2867906,1609662115.4408379,float_operation,0.04902227890625002,0.2,3,repack
95a0087598494d1296caa3eab10662a4,1609662118.1861362,float_operation,0.2068644812890625,0.2,4,repack
ff55c1111c4f44549b0a24cbfe920f7f,1609662119.6688573,float_operation,0.3094619128378906,0.2,5,repack
d3c990a22d3b46029560f7f1da0cabca,1609662122.6268523,float_operation,0.3094619128378906,0.2,6,repack
d4d2d38056964df181d6039ef4d38d59,1609662123.056311,map_reduce,0.17850625000000006,0.2,2,repack
6b93677b3c53486fb38d2fdf5b47a11b,1609662124.7264755,map_reduce,0.17850625000000006,0.2,3,repack
d0882fbd99f54e868b6dc693d57ac134,1609662125.1131806,matmul,0.27462500000000006,0.2,2,repack
43adc2c0be2f4e44abf63434e376aac6,1609662128.6906307,float_operation,0.3094619128378906,0.2,7,repack
ab7e5e742dcb4b84bb7a7a3eb31946b0,1609662129.8832119,float_operation,0.3094619128378906,0.2,8,repack
d42f00e38d0e4983831fd5487227d530,1609662135.648989,float_operation,0.34074765817400876,0.2,9,repack
86cad1ba4dae4893bca3f95d32ac76ec,1609662136.1598678,float_operation,0.34074765817400876,0.2,10,repack
5f6ba509da1f48bdb8a68b4a5fc441a6,1609662159.766206,float_operation,0.9060724990446856,0.2,11,repack
e7c8df4ba486472ea1cc80dfeb168ae3,1609662247.2845955,matmul,0.908464341027139,0.2,1,create
ddc0fcef20484f99980a5c91b0fecd6e,1609662303.3614504,matmul,0.9930964821476386,0.2,1,create
f158b1f2e8844e3fb4d2dc42cf79fc0c,1609662337.32861,matmul,0.9981041214097952,0.2,1,create
6b06f79c708e4e85b50920b6262b69c2,1609662382.608258,float_operation,0.9906385472683682,0.2,1,create
7730ca74e4924e4f8232ae0be3e2b9cc,1609662399.5774376,matmul,0.6499070597109786,0.2,1,create
3e94f593ad954037ae78cb84ce511c16,1609662403.917071,float_operation,0.47623055941988895,0.2,1,create
a78625b1222d4536999ac944ce297980,1609662425.6843984,matmul,0.8520857327278885,0.2,1,create
a7c0c327135347a99d74c7f10ab6c0cb,1609662437.7697382,map_reduce,0.9815151437367137,0.2,1,create
354a444843e14643ae7e8fb4a698b760,1609662524.0471923,linpack,0.65,0.6173666666666667,1,repack
3dc2ab1452b04b749f5d52f13a375a9b,1609662558.4134626,couchdb_test,0.65,0.2,1,repack
ce655f94756e4fbcbbb73924470ea0f7,1609662569.231036,map_reduce,0.22521341050800459,0.2,1,create
0968207d9d94443f8f7bd9ae76afff1d,1609662574.9585645,image,0.7725,1.3206333333333333,1,repack
707cb0efe2dd4bbe95fba4070c10c14a,1609662580.6139112,map_reduce,0.09515266593963195,0.2,2,repack
d04ed51b9879434a891680f514f9ac76,1609662597.4580402,couchdb_test,0.65,0.2,1,create
3601b2a2fd314af0a6efaf433598968c,1609662604.051918,map_reduce,0.040202001359494505,0.2,1,create
28ed8f04d530415b92b4e01a5154f289,1609662605.0777252,map_reduce,0.040202001359494505,0.2,2,create
bbee463365844f28b42141bbd99ea78e,1609662605.7289321,image,0.7725,1.3206333333333333,1,create
753254107216434f9892d8c7f44bb3c1,1609662611.6023839,disk,0.65,0.2,1,repack
e7dd432d8c86490fa3c5c7ea332a91a2,1609662623.5613015,disk,0.65,0.2,1,create
8fb7a508e47c4609ada30992cc1caf4c,1609662700.8194804,disk,0.42250000000000004,0.2,1,create
304d5d3ca6d14ba6b634b4daca7c8d30,1609662742.475411,network,0.4842807843896759,0.2,1,repack
3183a03849e2487b958ae32d847fd167,1609662763.0687397,disk,0.42250000000000004,0.2,1,create
0cc9fa76456f468ab0ebe0a453b2eae8,1609662829.5764375,disk,0.27462500000000006,0.2,1,create
