action,cold,warm,create,rent,queue
video,15,2849,15,1,2848
float_operation,4,92,4,0,92
markdown2html,11,1428,11,0,1428
matmul,5,283,5,0,283
linpack,2,3,2,3,0
k-means,6,0,6,0,0
map_reduce,1,1,1,1,0
network,37,482,37,0,482
image,1,0,1,0,0
couchdb_test,0,1,0,1,0
disk,4,40,4,2,38
