action,cold,warm,create,rent,queue
linpack,22,6888,22,0,6888
network,24,0,24,0,0
couchdb_test,4,716,4,0,716
disk,4,476,4,0,476
k-means,3,285,3,0,285
matmul,1,94,1,0,94
image,2,1,2,0,1
float_operation,8,9,8,0,9
markdown2html,1,0,1,0,0
map_reduce,1,0,1,0,0
video,1,0,1,0,0
