action,cold,warm,create,rent,queue
image,11,4161,11,12,4149
video,9,711,9,0,711
map_reduce,13,183,13,0,183
couchdb_test,1,0,1,0,0
disk,1,95,1,1,94
float_operation,1,23,1,15,8
k-means,1,0,1,0,0
matmul,2,0,2,0,0
linpack,25,533,25,1,532
network,0,4,0,1,3
markdown2html,1,0,1,0,0
