id,action,start_way,container_attr,container_way,queue_time,create_time,rent_time,inter_start,inter_end,end-to-end,container_start,container_end,exeuction
a43d80ba5d4f403694fd306f7e9b1709,map_reduce,cold,exec,create,0.003899812698364258,5.735426664352417,2.384185791015625e-07,1609484294.3156824,1609484301.8103213,7.494638919830322,1609484300.0713603,1609484300.104013,0.03265261650085449
63e25a66afd845dd9496eac23af04e4e,network,cold,exec,create,0.013471126556396484,6.143763065338135,0.0,1609484294.3214114,1609484302.3491523,8.027740955352783,1609484300.4940736,1609484300.687652,0.19357848167419434
e320651368924066ae06392269decb9c,k-means,cold,exec,create,0.008369922637939453,11.659185647964478,2.384185791015625e-07,1609484294.3240526,1609484307.7012262,13.377173662185669,1609484306.0009346,1609484306.7336233,0.7326886653900146
bb4fb2494533431ebdd3af1750ece17f,matmul,cold,exec,create,0.003083467483520508,11.697550773620605,7.152557373046875e-07,1609484295.313676,1609484307.6977212,12.384045124053955,1609484307.0268953,1609484307.0487456,0.0218503475189209
722b713da8e74575b5e65ccecd15f605,image,cold,exec,create,0.007272243499755859,11.805793046951294,2.384185791015625e-07,1609484295.3167205,1609484307.6990044,12.382283926010132,1609484307.1396413,1609484307.1609294,0.021288156509399414
1b6498c313664b998e42a130505784f7,matmul,warm,exec,queue,10.73577880859375,4.76837158203125e-07,2.384185791015625e-07,1609484296.310599,1609484309.2061813,12.89558219909668,1609484307.1013563,1609484307.1107988,0.009442567825317383
08fa2da195ef4b40b2c62878c883174a,matmul,warm,exec,queue,10.907150268554688,4.76837158203125e-07,4.76837158203125e-07,1609484296.3147593,1609484308.352336,12.037576675415039,1609484307.257069,1609484307.2648065,0.007737398147583008
d909daf400f44355820c94b6b0818f3f,matmul,warm,exec,queue,10.778448820114136,2.384185791015625e-07,2.384185791015625e-07,1609484296.3173146,1609484307.7000978,11.38278317451477,1609484307.1204047,1609484307.1295407,0.009135961532592773
69aa7e6e078841189049d15999648ef2,matmul,warm,exec,queue,10.794156789779663,2.384185791015625e-07,2.384185791015625e-07,1609484296.319816,1609484309.2044294,12.884613275527954,1609484307.139783,1609484307.147515,0.0077321529388427734
6521710a8599449c9ca24975f14a6cfe,matmul,warm,exec,queue,10.815327167510986,4.76837158203125e-07,2.384185791015625e-07,1609484296.3224986,1609484309.2042313,12.881732702255249,1609484307.1589785,1609484307.1682436,0.00926518440246582
10eaedd426ad4ec69dd85155d4832d00,matmul,warm,exec,queue,10.831147193908691,2.384185791015625e-07,2.384185791015625e-07,1609484296.3239295,1609484309.2018595,12.877929925918579,1609484307.1767838,1609484307.1857092,0.008925437927246094
ed9b8f1b34584ec99be1f4dc499f7c67,matmul,warm,exec,queue,10.84812068939209,2.384185791015625e-07,2.384185791015625e-07,1609484296.3253536,1609484309.1981802,12.87282657623291,1609484307.1942542,1609484307.2004812,0.006227016448974609
6a8513b0d90648178d9b793434ec46bb,matmul,warm,exec,queue,10.862837553024292,4.76837158203125e-07,2.384185791015625e-07,1609484296.3268402,1609484309.204602,12.877761840820312,1609484307.2082934,1609484307.2156782,0.007384777069091797
b683cee29396450daa696cf6a9f82419,matmul,warm,exec,queue,10.878282308578491,4.76837158203125e-07,2.384185791015625e-07,1609484296.328267,1609484311.6092837,15.28101658821106,1609484307.2251368,1609484307.2337406,0.008603811264038086
2af735f9c734473c9c2215d6a29a7cd7,matmul,warm,exec,queue,10.893985271453857,2.384185791015625e-07,2.384185791015625e-07,1609484296.3296988,1609484308.3511033,12.021404504776001,1609484307.240898,1609484307.2479951,0.0070972442626953125
a4ada09e560e416b9e9263e042c408ed,matmul,warm,exec,queue,9.969130992889404,4.76837158203125e-07,0.0,1609484297.2962327,1609484309.1998148,11.903582096099854,1609484307.2745802,1609484307.28319,0.008609771728515625
87ed9c9307944f2aa0d82bb98c5d8f0b,image,warm,exec,queue,10.014432907104492,4.76837158203125e-07,2.384185791015625e-07,1609484298.3033295,1609484310.9659383,12.662608861923218,1609484308.3353667,1609484308.3392336,0.003866910934448242
48c2ed8658e94979bd9ed3801fdec1d3,image,warm,exec,queue,10.045444965362549,2.384185791015625e-07,4.76837158203125e-07,1609484298.3073535,1609484311.1635633,12.856209754943848,1609484308.3649702,1609484308.3685238,0.003553628921508789
fa7d2ef9ee0845a09c8d637de7412224,image,warm,exec,queue,10.029921531677246,7.152557373046875e-07,4.76837158203125e-07,1609484298.3099499,1609484310.5873647,12.277414798736572,1609484308.3535023,1609484308.357716,0.004213809967041016
490d1516a79a4a489188000936298ff9,map_reduce,warm,exec,queue,5.007416486740112,4.76837158203125e-07,2.384185791015625e-07,1609484299.3027093,1609484307.0441544,7.741445064544678,1609484304.3237727,1609484304.3420458,0.018273115158081055
c9398cda17b2421481c9337b07dcd5b9,k-means,warm,exec,queue,10.015840530395508,4.76837158203125e-07,2.384185791015625e-07,1609484299.3065636,1609484311.727536,12.420972347259521,1609484309.3325229,1609484309.3399374,0.007414579391479492
4d69e6e7ef954a82878e475b3362cd0d,matmul,warm,exec,queue,6.95804238319397,4.76837158203125e-07,2.384185791015625e-07,1609484300.3127534,1609484311.607282,11.294528484344482,1609484307.291242,1609484307.2977686,0.0065267086029052734
06c3c0ccb26c4581903cb2fb4cdd7d97,image,warm,exec,queue,10.035379886627197,4.76837158203125e-07,2.384185791015625e-07,1609484300.3159637,1609484312.8026648,12.486701011657715,1609484310.4316595,1609484310.4359946,0.004335165023803711
cd2deba9e3bf406facec23120833a0be,matmul,warm,exec,queue,6.910989999771118,2.384185791015625e-07,2.384185791015625e-07,1609484300.3179164,1609484310.5884755,10.270559072494507,1609484307.306387,1609484307.3146656,0.008278608322143555
64c511a279ac4963a0def8c3202831d1,matmul,warm,exec,queue,6.926210403442383,4.76837158203125e-07,7.152557373046875e-07,1609484300.319955,1609484309.4007447,9.080789566040039,1609484307.3238459,1609484307.3329751,0.00912928581237793
c420cd2d37314b61aa93d3f880dd8584,image,warm,exec,queue,10.055190563201904,2.384185791015625e-07,4.76837158203125e-07,1609484300.3218825,1609484311.6111157,11.289233207702637,1609484310.4520965,1609484310.4553988,0.003302335739135742
164a4187731f4603b3770f29d88089ff,image,warm,exec,queue,10.071772336959839,2.384185791015625e-07,2.384185791015625e-07,1609484300.3237913,1609484311.6050892,11.2812979221344,1609484310.4694495,1609484310.4733622,0.003912687301635742
d20e4ca272444b0b84de04bf6f2830f5,matmul,warm,exec,queue,6.0119593143463135,2.384185791015625e-07,2.384185791015625e-07,1609484301.3135781,1609484309.2020657,7.8884875774383545,1609484307.3466914,1609484307.355938,0.009246587753295898
e917ed7638ee4010ae276ad629b3ebb0,image,warm,exec,queue,10.015826940536499,2.384185791015625e-07,2.384185791015625e-07,1609484301.3174539,1609484311.7281442,10.410690307617188,1609484311.3498561,1609484311.353487,0.0036308765411376953
e5a7d77b91f44939b9676aed52905794,matmul,warm,exec,queue,6.048182725906372,4.76837158203125e-07,4.76837158203125e-07,1609484301.3202004,1609484309.1964924,7.876291990280151,1609484307.3848152,1609484307.393502,0.00868678092956543
5014532132874471aec33e1c9154f5c1,matmul,warm,exec,queue,6.069143056869507,4.76837158203125e-07,2.384185791015625e-07,1609484301.3227272,1609484311.6090624,10.286335229873657,1609484307.4045734,1609484307.413379,0.008805513381958008
12370509b1a144d982f09d65939883ff,matmul,warm,exec,queue,6.032841682434082,7.152557373046875e-07,2.384185791015625e-07,1609484301.3247657,1609484309.5684044,8.243638753890991,1609484307.3665276,1609484307.3755243,0.008996725082397461
3872a052f5a64953be64b58f74b2d5e5,matmul,warm,exec,queue,5.077340364456177,2.384185791015625e-07,2.384185791015625e-07,1609484302.3184621,1609484309.3991568,7.080694675445557,1609484307.4211402,1609484307.429146,0.008005857467651367
5e41faf009aa43fe87c347fa64476b17,image,warm,exec,queue,9.98940634727478,7.152557373046875e-07,2.384185791015625e-07,1609484302.3225272,1609484313.3221805,10.999653339385986,1609484312.3349552,1609484312.3391469,0.00419163703918457
042f0db9c03f4eaba7a90d5798e40d75,matmul,warm,exec,queue,5.090023994445801,4.76837158203125e-07,2.384185791015625e-07,1609484302.3251235,1609484311.6069298,9.281806230545044,1609484307.4362764,1609484307.444882,0.008605480194091797
deb6043fd5874e4993a28387d9e6c514,matmul,warm,exec,queue,5.104614973068237,7.152557373046875e-07,2.384185791015625e-07,1609484302.3265707,1609484310.5879567,8.261385917663574,1609484307.4525607,1609484307.4615786,0.0090179443359375
9902ad95e9e54a069ccd7a9e54c9857a,matmul,warm,exec,queue,5.120137929916382,2.384185791015625e-07,2.384185791015625e-07,1609484302.3280005,1609484310.96554,8.637539386749268,1609484307.5026348,1609484307.5117483,0.009113550186157227
e512ed931f9c4acba790a4bd5052e5aa,matmul,warm,exec,queue,5.171547174453735,4.76837158203125e-07,2.384185791015625e-07,1609484302.3295448,1609484311.2712514,8.941706657409668,1609484307.5212247,1609484307.5293105,0.00808572769165039
3782046e79524593abfa52d895b6b916,matmul,warm,exec,queue,5.186446189880371,4.76837158203125e-07,0.0,1609484302.3309908,1609484311.6113236,9.280332803726196,1609484307.536241,1609484307.5450318,0.008790731430053711
0794e127114e4f59a21abae6412b88a1,matmul,warm,exec,queue,5.201942205429077,2.384185791015625e-07,2.384185791015625e-07,1609484302.3324282,1609484310.9628263,8.630398035049438,1609484307.5531857,1609484307.5615835,0.008397817611694336
9e599a122df54dcf995ac6c1f21a32aa,image,warm,exec,queue,10.013203620910645,4.76837158203125e-07,2.384185791015625e-07,1609484303.3050041,1609484313.6057534,10.3007493019104,1609484313.3276184,1609484313.3320382,0.004419803619384766
8b5676e4b03942b1a277865ba4bd0399,map_reduce,warm,exec,queue,5.004660606384277,4.76837158203125e-07,2.384185791015625e-07,1609484304.3092191,1609484311.1624198,6.853200674057007,1609484309.3276217,1609484309.3458073,0.01818561553955078
7e526fc698ae4187b3762ddc5d721ca2,k-means,warm,exec,queue,10.01168441772461,2.384185791015625e-07,0.0,1609484304.3130593,1609484314.5273123,10.214252948760986,1609484314.3367505,1609484314.3436303,0.0068798065185546875
d107ba922a994b52a057a8b037e1b223,matmul,warm,exec,queue,2.227733612060547,2.384185791015625e-07,4.76837158203125e-07,1609484305.3183372,1609484309.566674,4.2483367919921875,1609484307.568831,1609484307.5760086,0.007177591323852539
44b24271ac49434ea77e01266fa6c019,image,warm,exec,queue,10.003230810165405,2.384185791015625e-07,2.384185791015625e-07,1609484305.3240285,1609484315.5628195,10.23879098892212,1609484315.3373659,1609484315.3417702,0.004404306411743164
a0f289db85304621abc0a1c9544f038d,matmul,warm,exec,queue,4.0146307945251465,4.76837158203125e-07,4.76837158203125e-07,1609484306.3131635,1609484312.803845,6.490681409835815,1609484310.343904,1609484310.352471,0.008567094802856445
395c1d8453764a7690c5fd976ea89ab2,matmul,warm,exec,queue,4.117447376251221,4.76837158203125e-07,2.384185791015625e-07,1609484306.3171983,1609484312.801346,6.484147787094116,1609484310.4465072,1609484310.4541528,0.007645606994628906
516d25e03a134cbcba400db1c37ad1eb,matmul,warm,exec,queue,4.096224784851074,4.76837158203125e-07,2.384185791015625e-07,1609484306.31939,1609484312.4924319,6.173041820526123,1609484310.426281,1609484310.435902,0.009621143341064453
b0b30cdfe3804c5fb2ed020b80c5c68c,matmul,warm,exec,queue,3.1224632263183594,2.384185791015625e-07,2.384185791015625e-07,1609484307.3198657,1609484311.8797755,4.559909820556641,1609484310.4653108,1609484310.4733572,0.008046388626098633
618e1478369a4bc5a923e5253ba676b0,matmul,warm,exec,queue,4.034923076629639,4.76837158203125e-07,2.384185791015625e-07,1609484307.323706,1609484312.7993603,5.475654363632202,1609484311.384466,1609484311.3925798,0.008113861083984375
d3c232d533b540a1b5195de46714a8dd,matmul,warm,exec,queue,4.018869876861572,2.384185791015625e-07,0.0,1609484307.3263028,1609484312.8003352,5.474032402038574,1609484311.366303,1609484311.3743346,0.008031606674194336
4db0e44983cb41848f0fee6140292aa5,matmul,warm,exec,queue,3.9972386360168457,7.152557373046875e-07,4.76837158203125e-07,1609484307.3290484,1609484312.8048928,5.475844383239746,1609484311.3458526,1609484311.3554995,0.009646892547607422
17a56241a4ff410ebecaad2515c10c32,matmul,warm,exec,queue,3.1424896717071533,2.384185791015625e-07,2.384185791015625e-07,1609484307.3316934,1609484312.529462,5.197768688201904,1609484310.4861052,1609484310.4962778,0.010172605514526367
4b2bcab7f31444fc9e7355162c59fcf0,matmul,warm,exec,queue,3.162957191467285,2.384185791015625e-07,2.384185791015625e-07,1609484307.3332403,1609484312.527477,5.194236755371094,1609484310.5074496,1609484310.5170977,0.00964808464050293
7e313db32d64433083b32693cddd7b95,matmul,cold,exec,create,-10.997289896011353,14.827260494232178,4.76837158203125e-07,1609484307.3345165,1609484312.4943547,5.1598381996154785,1609484311.174492,1609484311.5881088,0.4136168956756592
60735549a5fd435fac73678da64e27cd,image,cold,exec,create,-9.998679637908936,18.43744158744812,4.76837158203125e-07,1609484308.3160858,1609484317.0512853,8.735199451446533,1609484316.768488,1609484316.7880814,0.019593477249145508
7801d4e0d6d540b5a7a3ec309bb8f492,image,cold,exec,create,-10.011495113372803,18.94281005859375,2.384185791015625e-07,1609484308.3198545,1609484317.5186572,9.198802709579468,1609484317.2648883,1609484317.2843146,0.019426345825195312
8e40e7da7b294fd1b5d14e3f5d4dacd1,image,cold,exec,create,-10.004748582839966,18.548516035079956,2.384185791015625e-07,1609484308.3219154,1609484317.0986154,8.776700019836426,1609484316.8752432,1609484316.895281,0.02003788948059082
1517effba4cc4b00a5d89202e5e3d945,k-means,cold,exec,create,-10.002095937728882,16.42532444000244,2.384185791015625e-07,1609484309.3134544,1609484315.9360282,6.6225738525390625,1609484315.7486851,1609484315.7583375,0.009652376174926758
d2a2e80d3a154c91a2bf0978ebac4c50,map_reduce,warm,exec,queue,5.002790212631226,2.384185791015625e-07,2.384185791015625e-07,1609484309.3172326,1609484314.5253727,5.208140134811401,1609484314.3318574,1609484314.350137,0.018279552459716797
4ab6999e93874d7ba7106c79d03fffb9,matmul,warm,exec,queue,1.0615499019622803,0.0,2.384185791015625e-07,1609484310.329547,1609484312.9946072,2.66506028175354,1609484311.3992617,1609484311.4078135,0.008551836013793945
1b45f410266340f7915447ee569f9104,matmul,warm,exec,queue,1.9093546867370605,2.384185791015625e-07,4.76837158203125e-07,1609484310.3935695,1609484313.3207505,2.9271810054779053,1609484312.331057,1609484312.3408635,0.009806394577026367
fda866604989434b96c939407ebdc8b3,matmul,cold,exec,create,-14.041031122207642,16.479307413101196,2.384185791015625e-07,1609484310.3964422,1609484313.3211288,2.9246866703033447,1609484312.863134,1609484312.934237,0.07110309600830078
46a8c0dcf326493b978e3c7035048fe9,matmul,cold,exec,create,-14.047209978103638,16.67567491531372,2.384185791015625e-07,1609484310.3993127,1609484313.6051269,3.2058141231536865,1609484313.0502079,1609484313.0699577,0.019749879837036133
b0d817c545ec4916b514989847271663,image,cold,exec,create,-9.087413549423218,16.097150087356567,0.0,1609484310.401804,1609484317.7559214,7.354117393493652,1609484317.432623,1609484317.451635,0.019011974334716797
1ef8fbf056f74cf3a3d8251bba46df58,image,cold,exec,create,-10.017493724822998,17.780812978744507,2.384185791015625e-07,1609484310.4039555,1609484318.466939,8.062983512878418,1609484318.1873546,1609484318.2062695,0.01891493797302246
6b73f83b16d24c9190b66b51095586d9,matmul,cold,exec,create,-14.03832459449768,16.672653913497925,2.384185791015625e-07,1609484310.4069734,1609484313.6077464,3.200773000717163,1609484313.0582054,1609484313.0777805,0.019575119018554688
95eff7a70050419d8e5363cd8a350ac1,image,cold,exec,create,-9.975937843322754,17.849015712738037,2.384185791015625e-07,1609484310.4088783,1609484318.4681196,8.05924129486084,1609484318.296862,1609484318.3175156,0.020653724670410156
772a401079e14c9f89fe7beca841ce0c,matmul,cold,exec,create,-14.062540292739868,16.45530104637146,0.0,1609484310.410276,1609484312.9926994,2.582423448562622,1609484312.8125594,1609484312.8531606,0.040601253509521484
32c4792933ee4e5fa81a9935925742b1,matmul,cold,exec,create,-14.949361085891724,16.709394454956055,2.384185791015625e-07,1609484311.321491,1609484313.427191,2.1057000160217285,1609484313.100322,1609484313.1330495,0.03272747993469238
9f1d3ac6a5964a8bba7243e328603b59,image,warm,exec,queue,7.000651597976685,7.152557373046875e-07,2.384185791015625e-07,1609484311.324831,1609484318.4859834,7.161152362823486,1609484318.3430336,1609484318.3469687,0.003935098648071289
c22032dd62e2470b83fe3ab03504cf17,matmul,cold,exec,create,-14.973604202270508,18.105700731277466,2.384185791015625e-07,1609484311.3269644,1609484314.6329653,3.3060009479522705,1609484314.4761524,1609484314.5147138,0.038561344146728516
02ad01403680408e949244ec0a786203,matmul,cold,exec,create,-14.9803786277771,18.297847270965576,2.384185791015625e-07,1609484311.329164,1609484315.0882378,3.7590737342834473,1609484314.6627555,1609484314.6850195,0.02226400375366211
f4fcfcfdee344c9090490cb07ad8c44c,matmul,cold,exec,create,-14.944363355636597,17.814414978027344,2.384185791015625e-07,1609484311.331285,1609484314.3766978,3.04541277885437,1609484314.2129765,1609484314.2305317,0.01755523681640625
