action,cold,warm,create,rent,queue
map_reduce,20,6123,20,0,6123
matmul,2,0,2,0,0
couchdb_test,6,714,6,0,714
markdown2html,3,477,3,0,477
image,4,113,4,1,112
float_operation,0,1,0,1,0
network,18,136,18,7,129
video,2,3,2,1,2
disk,5,21,5,5,16
k-means,5,7,5,0,7
linpack,1,0,1,0,0
