action,cold,warm,create,rent,queue
matmul,19,5116,19,3,5113
float_operation,1,0,1,0,0
couchdb_test,11,1430,11,0,1430
video,6,570,6,2,568
k-means,6,282,6,0,282
disk,1,5,1,5,0
image,12,24,12,3,21
network,3,60,3,0,60
markdown2html,1,0,1,0,0
map_reduce,7,6,7,0,6
linpack,0,2,0,2,0
