action,openwhisk,pagurus,prewarm,sock,pagurus/openwhisk,prewarm/openwhisk,sock/openwhisk
cs_bot,0.5949464241663615,0.0496523380279541,0.46052507559458417,0.13601001103719076,0.08345682234753646,0.7740614228245368,0.22860883856520006
ep_users_sign_up,,0.0192110538482666,,,,,
ep_products_table_update,0.5878912607828776,0.02041196823120117,0.008658965428670248,0.009838104248046875,0.03472065259826987,0.01472885549810582,0.01673456454335749
ep_orders_create_order,0.595504641532898,0.015958547592163086,0.008033990859985352,0.008839925130208334,0.02679835970897546,0.013491063376609339,0.014844426917401251
ep_products_validate,0.9572076797485352,0.019546985626220703,0.023400306701660156,,0.020420840784891977,0.02444642599170075,
ep_delivery_on_package_created,0.8727357387542725,0.02126908302307129,0.4788076877593994,0.1427910327911377,0.02437058788658111,0.5486284868347904,0.16361313791842086
ep_payment_validate,0.9650240739186605,0.02023601531982422,0.4982461929321289,,0.020969440935967636,0.5163044180948846,
ep_warehouse_on_order_events,0.7005036354064942,0.01990485191345215,0.011739373207092285,0.03485512733459473,0.028415058691168095,0.016758475779044404,0.049757239752751176
ep_warehouse_table_update,0.6651880741119385,0.015508651733398438,0.010345363616943359,0.00821608304977417,0.02331468698398316,0.015552539228480563,0.012351518870423343
ep_payment_cancel_payment,,0.034299373626708984,,,,,
ep_delivery_table_requests,0.7568283081054688,0.016237576802571613,0.009711503982543945,0.009250462055206299,0.021454769369314876,0.012831845583120798,0.01222266920533473
ep_payment_process_payment,0.6984626054763794,0.014988422393798828,,,0.02145916227480228,,
ep_orders_on_event,0.6192172050476075,0.014532899856567383,0.008845090866088867,0.008288900057474772,0.02346979337476588,0.014284310568225938,0.013386094556008813
ep_orders_table_update,0.7516719698905945,0.023974180221557617,0.01040714979171753,0.007779359817504883,0.03189447150070934,0.01384533441260592,0.010349407892164935
ep_payment_update_payment,0.6660180886586508,0.01692509651184082,0.008762836456298828,0.009907960891723631,0.02541236762191802,0.013157054748988926,0.014876414110130399
df_union,0.7649314999580383,0.15651583671569821,0.8326979875564575,0.6191106637318929,0.20461418666153003,1.0885915766341647,0.8093674580872344
eo_athenarunner,0.537643313407898,0.037950992584228516,0.008168458938598633,0.012349128723144531,0.07058767706729749,0.015193081983708046,0.022968998990926765
eo_gluerunner,0.5907655954360962,0.015950759251912434,0.008388916651407877,0.009570598602294922,0.027000149255709063,0.014200076504481067,0.016200331698784893
eo_ons3objectcreated,,,,,,,
fmp_twitter_streaming,,,,,,,
fmp_twitterddb,,,,,,,
fmp_comparefaces,,,,,,,
fp_notification,,,,,,,
fp_conversion,,,,,,,
fp_sentiment,,,,,,,
t_payment_method,0.5578619241714478,0.01460576057434082,0.008045315742492676,,0.026181676758157867,0.014421697186883305,
t_ddb_encrypt_item,,0.09415555000305176,,,,,
sc_add_to_cart,1.035668929417928,0.03914957046508789,0.014446258544921875,0.015516042709350586,0.037801240679384805,0.013948722544994215,0.014981662835121444
sc_update_cart,0.9651281038920084,0.03613746166229248,0.017796993255615234,0.017734050750732422,0.03744317621315069,0.01844003214065208,0.018374815404522453
sc_list_cart,0.9966309865315756,0.031867456436157224,0.014101902643839518,0.011684417724609375,0.03197518125245205,0.01414957274498984,0.011723915754689597
sc_migrate_cart,0.969012459119161,0.03381304740905762,0.013973712921142578,0.010818004608154297,0.034894337106660026,0.014420570953076061,0.011163947900100208
sc_checkout_cart,0.9558012088139852,0.03781857490539551,0.013614654541015625,0.012510935465494791,0.03956740644042817,0.01424423239421249,0.013089474411754617
sc_delete_from_cart,0.6985543568929037,0.018850207328796387,,,0.026984596320664474,,
tcp_download_podcast,0.6828389167785645,,,,,,
tcp_check_transcribe,0.660193681716919,0.019182920455932617,0.8458654880523682,,0.029056504155030617,1.281238387275361,
tcp_process_podcast_rss,0.6902852058410645,0.10938453674316406,,,0.1584628148156335,,
tcp_upload_to_elasticsearch,0.6495699882507324,,,,,,
cer_lambda,,0.28517548243204754,,0.6933265924453735,,,
