action,cold,warm,create,rent,queue
disk,7,1434,7,0,1434
network,24,0,24,0,0
k-means,2,286,2,0,286
linpack,1,143,1,0,143
float_operation,4,92,4,0,92
markdown2html,18,3404,18,0,3404
couchdb_test,4,9,4,0,9
video,2,0,2,0,0
map_reduce,1,0,1,0,0
matmul,3,0,3,0,0
image,1,0,1,0,0
