action,cold,warm,create,rent,queue
markdown2html,36,6330,36,0,6330
k-means,1,0,1,0,0
disk,10,1430,10,0,1430
video,5,475,5,0,475
couchdb_test,22,14,22,0,14
matmul,11,99,11,0,99
float_operation,3,0,3,0,0
map_reduce,1,0,1,0,0
linpack,2,202,2,0,202
image,8,7,8,0,7
network,1,0,1,0,0
