action,cold,warm,create,rent,queue
video,20,32633,20,17,32616
disk,2,47,2,1,46
couchdb_test,7,281,7,0,281
k-means,9,279,9,0,279
matmul,17,1418,17,3,1415
map_reduce,5,30,5,0,30
markdown2html,1,0,1,0,0
float_operation,0,1,0,1,0
image,1,0,1,0,0
linpack,1,8,1,3,5
network,5,1,5,1,0
