action,cold,warm,create,rent,queue
disk,11,13676,11,17,13659
float_operation,3,285,3,1,284
map_reduce,5,282,5,0,282
couchdb_test,35,1101,35,0,1101
image,3,63,3,27,36
linpack,10,24,10,5,19
network,11,11,11,3,8
matmul,1,0,1,0,0
k-means,2,0,2,0,0
video,0,1,0,1,0
markdown2html,1,0,1,0,0
