action,cold,warm,create,rent,queue
map_reduce,9,1672,9,0,1672
network,1,0,1,0,0
disk,2,33,2,1,32
float_operation,2,286,2,1,285
video,3,54,3,5,49
k-means,8,148,8,0,148
linpack,24,2495,24,12,2483
image,3,7,3,4,3
matmul,0,1,0,1,0
couchdb_test,3,0,3,0,0
markdown2html,1,0,1,0,0
