action,cold,warm,create,rent,queue
linpack,13,16508,13,15,16493
video,4,284,4,1,283
markdown2html,6,90,6,0,90
image,3,141,3,1,140
couchdb_test,16,255,16,0,255
matmul,7,41,7,5,36
disk,36,1419,36,29,1390
k-means,1,0,1,0,0
network,1,1,1,1,0
map_reduce,1,0,1,0,0
float_operation,0,3,0,3,0
