action,openwhisk,pagurus,pagurus/openwhisk
1,0.9794116020202636,0.4697384834289551,0.47961294562981543
2,2.257803440093994,1.864053010940552,0.8256046464624706
3,4.0064566135406485,3.9893963336944585,0.9957418034208754
4,0.8539929389953613,0.7976846694946289,0.9340647130326704
5,1.330801486968994,1.343905687332153,1.009846848302676
6,1.051100492477417,1.0355894565582275,0.9852430514206778
7,0.8175153732299805,,
8,,,
9,1.071422815322876,,
10,4.249197721481323,3.852440357208252,0.9066277000321
11,1.1236572265625,1.7853457927703855,1.5888704763036392
12,1.8636629581451416,2.3688502311706543,1.271072229459512
13,0.9670884609222412,1.0500643253326416,1.085799663384746
14,4.266629457473755,5.013895511627197,1.1751420088389617
15,0.6092562675476073,,
16,1.2255923748016355,,
17,1.1534280776977541,,
18,1.0003573894500737,,
19,,,
20,,,
21,2.012603759765625,2.154060840606689,1.0702856089554047
22,1.5901584625244145,2.2814836502075195,1.4347523872467463
23,,,
24,1.1714766025543213,,
25,,,
26,1.7693159580230713,1.6994009017944336,0.9604846969747808
27,1.225987672805786,0.6723508834838867,0.5484156965013764
28,1.2806689739227295,,
29,,,
30,,,
31,1.0651421546936035,1.0582499504089355,0.9935293103795609
32,,,
33,,,
34,,,
35,,0.879730224609375,
36,,,
37,,,
38,2.483859777450561,,
39,,,
40,,,
41,,,
42,,1.204895257949829,
43,,,
44,,,
45,,,
46,3.6725313663482666,,
47,,,
48,,,
49,,,
50,3.665636777877808,3.748605489730835,1.0226341879680345
51,,,
52,,,
53,4.9528019428253165,4.432472944259644,0.8949424982924209
54,1.0659725666046145,1.0795421600341797,1.0127297773457602
55,0.8025648593902588,1.0625159740447998,1.3239004444476132
56,,,
57,1.5428056716918943,1.528867483139038,0.9909656875077656
58,1.1339952945709229,,
59,,,
60,,,
61,,,
62,,,
63,,,
64,0.8410639762878418,,
65,0.9668195247650146,,
66,2.7330799102783203,2.5157666206359863,0.9204877658991668
67,,,
68,1.0362253189086914,0.9484553337097168,0.9152983587667881
69,1.0641531944274902,0.9364166259765624,0.8799641168961114
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,0.8251142501831055,1.1033835411071775,1.3372494062032256
80,0.9856443405151368,0.9737937450408936,0.9879768036124981
81,,,
82,0.7165415287017822,0.7110972404479979,0.9924019920190137
83,,,
84,,,
85,,,
86,,,
87,1.2279701232910156,1.148339033126831,0.9351522576536556
88,0.9446494579315186,0.9494056701660156,1.0050348964841536
89,,,
90,0.8451836109161377,0.8594479560852051,1.016877214589627
91,1.536996364593506,1.0107111930847168,0.6575885385077164
92,,2.493715524673462,
93,,1.2740926742553709,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,3.192335367202759,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,1.3980307579040527,1.3790225982666016,0.9864036184254283
128,,,
129,1.0010237693786619,1.049579620361328,1.0485061918287961
130,0.7923424243927002,1.339984655380249,1.6911686338230538
131,3.1235468387603764,3.5272293090820312,1.1292384878985398
132,0.784982442855835,,
133,0.6392157077789307,,
134,1.9860613346099851,,
135,0.90513014793396,0.8840386867523193,0.9766978691077921
136,0.8858215808868408,1.1341776847839355,1.2803680890777722
137,2.1728341579437256,2.184591293334961,1.0054109676747542
138,,,
139,1.405562162399292,1.4053528308868408,0.9998510691892176
140,1.0365498065948486,1.0073738098144531,0.9718527787137976
141,,,
142,1.1166274547576904,0.9449439048767091,0.8462481384015075
143,,,
144,,,
145,4.775442838668822,4.781355142593384,1.001238064012972
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,3.4765746593475337,3.2470479011535645,0.9339790510245951
153,1.461517333984375,1.6964852809906006,1.1607698667286128
154,0.937002658843994,1.2188050746917725,1.300748789971894
155,1.201355218887329,1.254002809524536,1.0438235001683915
156,1.1408822536468506,1.167865753173828,1.0236514324249713
157,3.302384614944458,3.350966453552246,1.0147111388503745
158,1.0313856601715088,1.0796799659729004,1.0468246822370604
159,4.608791828155517,4.646705627441406,1.0082264074185932
160,0.9033410549163818,,
161,0.9453451633453368,0.8465731143951416,0.8955174757538654
162,1.5191073417663574,1.488440752029419,0.9798127565486712
163,2.4506778717041016,2.622116804122925,1.0699557189454736
164,0.8041367530822754,0.7955729961395264,0.9893503724212033
165,4.7831549644470215,5.178111553192139,1.0825724007858437
166,5.0118446350097665,5.444283485412599,1.0862833710730122
167,4.4257376194000235,4.487459421157837,1.0139461050486271
168,1.9173779487609857,1.4630823135375977,0.7630641181009957
169,1.1568143367767334,1.5587024688720703,1.3474093632130546
170,1.731706619262695,1.346041917800903,0.777292124906241
171,2.487509727478028,2.9328975677490234,1.1790496878669712
172,1.5080389976501465,1.4853124618530271,0.9849297426442338
173,2.0862133502960205,2.1891372203826904,1.0493352561817637
174,2.2455081939697266,2.3240654468536377,1.0349841755620732
175,1.616689920425415,1.6423473358154297,1.0158703379453637
176,3.3288691043853764,3.396562814712525,1.020335347592361
177,1.3666512966156006,,
178,5.41825795173645,5.429996728897094,1.002166522388784
179,2.078798532485962,2.0649845600128174,0.9933548286391058
180,1.238919973373413,1.180619478225708,0.9529424850670858
181,2.62089467048645,2.281208038330078,0.8703928715710942
182,0.8603138923645021,0.8273212909698486,0.9616505072305923
183,1.3636715412139893,1.4971494674682615,1.0978812875536328
184,4.289162874221802,4.081444501876831,0.9515713489004174
185,1.5125153064727783,,
186,1.86527156829834,1.725210666656494,0.9249112547350831
187,1.1731314659118652,1.1820929050445557,1.0076389044136027
188,1.5854434967041011,,
189,3.5920500755310063,3.452104568481445,0.9610402126621597
190,1.4056539535522459,1.521719455718994,1.082570466133174
191,4.507973909378052,4.865827798843384,1.0793824224938124
192,4.103724479675293,3.897449016571045,0.9497345730382539
193,1.942665100097656,1.9479825496673584,1.0027371931319686
194,2.492729902267456,2.488632202148437,0.9983561395419168
195,3.3427999019622803,3.176936388015747,0.9503818598746612
196,1.0288190841674805,1.0587480068206787,1.0290905593741164
197,1.8146905899047847,1.7746834754943848,0.9779537544124813
198,5.216789722442627,5.761432886123657,1.104401977587476
199,3.431632518768311,,
200,1.1910545825958252,1.1315619945526123,0.9500504939802568
201,2.480429649353028,,
202,3.1927182674407963,3.198407888412476,1.00178206170889
203,0.7132804393768309,0.7214174270629883,1.0114078379792195
204,3.3585221767425537,3.393874168395996,1.010526055745069
205,1.4579823017120364,1.0352294445037842,0.7100425315781718
206,1.1744959354400637,1.4834976196289062,1.2630930213249865
207,1.7754085063934326,,
208,3.7078218460083012,3.99590516090393,1.0776961048454279
209,0.673314094543457,,
210,2.2905542850494385,2.3025426864624023,1.005233842957232
211,5.728244066238402,5.3724725246429434,0.9378916929024839
212,1.802464723587036,1.8216195106506348,1.0106269969186856
213,1.02765154838562,1.0041460990905762,0.9771270239100311
214,1.7827472686767578,1.808309316635132,1.0143385708156758
215,2.1780574321746826,2.1924426555633545,1.00660461160306
216,1.8413598537445068,1.963958740234375,1.066580623141401
217,2.438544511795044,2.4123339653015137,0.9892515611805518
218,2.6990492343902592,1.995134115219116,0.7391988592864019
219,1.3529486656188965,1.0000112056732178,0.7391346257884588
220,1.889254331588745,2.1966485977172847,1.1627066620882327
221,1.3764092922210691,0.8645865917205809,0.6281464362431209
222,4.387319087982179,4.510025262832642,1.0279683725732605
223,1.7424724102020264,1.755852222442627,1.0076786364950532
224,0.7476005554199219,0.7851061820983887,1.0501680026941662
225,1.6798303127288818,1.5677340030670166,0.93326926606071
226,2.5416221618652344,2.767333507537842,1.0888060188722006
227,4.76584005355835,4.684170961380005,0.982863652313013
228,4.301361322402953,4.2996981143951425,0.9996133298546327
229,1.5852813720703125,1.2190303802490234,0.7689678322889897
230,2.1520111560821533,,
231,3.595221519470215,3.5954546928405766,1.000064856468259
232,1.328345775604248,,
