action,cold,warm,create,rent,queue
linpack,11,11454,11,12,11442
float_operation,9,214,9,11,203
video,11,1424,11,20,1404
image,3,285,3,0,285
disk,1,23,1,9,14
network,5,90,5,0,90
k-means,1,0,1,0,0
markdown2html,3,0,3,0,0
couchdb_test,1,0,1,0,0
map_reduce,1,0,1,0,0
matmul,11,6,11,2,4
