action,cold,warm,create,rent,queue
float_operation,22,9441,22,0,9441
map_reduce,57,0,57,0,0
disk,17,1428,17,0,1428
matmul,3,284,3,0,284
couchdb_test,24,0,24,0,0
video,1,0,1,0,0
markdown2html,1,0,1,0,0
linpack,11,430,11,0,430
k-means,11,5,11,0,5
image,1,1,1,0,1
network,1,0,1,0,0
