action,cold,warm,create,rent,queue
network,22,3410,22,3,3407
linpack,5,475,5,0,475
matmul,5,138,5,3,135
k-means,15,701,15,0,701
float_operation,11,8,11,0,8
video,3,156,3,25,131
disk,2,22,2,6,16
couchdb_test,1,0,1,0,0
map_reduce,0,1,0,1,0
image,0,6,0,3,3
markdown2html,1,0,1,0,0
