action,cold,warm,create,rent,queue
linpack,52,7343,52,10,7333
map_reduce,8,472,8,0,472
matmul,11,1429,11,0,1429
network,6,282,6,0,282
markdown2html,2,2,2,2,0
float_operation,2,0,2,0,0
disk,15,88,15,6,82
k-means,0,1,0,1,0
video,17,28,17,14,14
image,1,0,1,0,0
couchdb_test,2,17,2,0,17
