action,openwhisk,pagurus,pagurus/openwhisk
1,0.8554041385650635,0.8415038585662842,0.9837500435500617
2,0.5623276233673096,0.2372865676879883,0.4219720992311877
3,2.79810643196106,,
4,1.1901261806488037,1.2240815162658691,1.028530870229705
5,4.123751163482666,3.722321748733521,0.9026543070047606
6,0.43096494674682617,0.4882693290710449,1.1329676177999755
7,0.7535624504089355,,
8,3.8302273750305176,3.597624778747558,0.9392718568617336
9,,,
10,5.280880928039551,5.210241317749023,0.9866235176946603
11,0.7805392742156982,,
12,1.5217101573944092,1.9830284118652344,1.30315776774516
13,1.0621845722198486,,
14,,,
15,0.3168175220489502,0.8043816089630127,2.538942933966673
16,,,
17,5.1321702003479,5.117378234863281,0.9971177952197267
18,,,
19,2.303211212158203,1.882882595062256,0.8175032255499999
20,0.7553782463073729,,
21,2.06783127784729,2.1017956733703613,1.0164251290165365
22,,,
23,,,
24,3.1017944812774663,2.648869514465332,0.8539796980277048
25,1.5493192672729492,1.5729537010192869,1.0152547213770458
26,1.3863770961761477,1.4908652305603027,1.0753677586511998
27,0.3774862289428712,0.5217931270599365,1.3822838743579828
28,1.097560167312622,1.0765330791473389,0.9808419722293967
29,,,
30,0.8006396293640137,0.8149399757385254,1.0178611523212648
31,,0.8793580532073975,
32,,,
33,,1.1662483215332031,
34,,,
35,,,
36,,,
37,,,
38,,,
39,,,
40,2.0827252864837646,,
41,,,
42,,,
43,,,
44,1.9501531124114992,,
45,,,
46,,,
47,,,
48,,,
49,,,
50,,,
51,,,
52,0.8197393417358398,0.843510627746582,1.0289985911380137
53,2.5114729404449463,2.90739107131958,1.1576437971911777
54,1.524376392364502,,
55,,,
56,4.867211818695068,5.6254494190216064,1.1557847960128078
57,0.941957712173462,0.9576213359832764,1.016628797245762
58,1.0625541210174558,1.0737059116363523,1.010495268333455
59,,,
60,4.18583083152771,3.549825429916382,0.8480575476627171
61,,,
62,,,
63,,,
64,,,
65,,,
66,,,
67,4.874143838882446,5.283130645751953,1.0839094660290698
68,0.8020439147949219,0.8242979049682617,1.027746598113683
69,0.7621335983276367,0.7789819240570068,1.022106787794608
70,2.0159056186676025,1.6361594200134275,0.8116250110433417
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,1.1140878200531006,1.11291241645813,0.9989449632481266
80,,,
81,1.1266131401062012,1.115467548370361,0.990106992951645
82,,1.1579318046569824,
83,,1.892791986465454,
84,0.9955029487609864,1.0625817775726318,1.0673818484366444
85,,,
86,,,
87,0.8079879283905029,1.0358712673187256,1.2820380489868977
88,0.9734771251678468,0.9747064113616944,1.0012627787156638
89,,,
90,,,
91,1.2789852619171145,0.7656919956207275,0.59867147684955
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,0.7513525485992432,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,1.132518291473389,1.1456143856048584,1.0115636932578207
131,3.71679162979126,3.7465896606445312,1.0080171378493297
132,,,
133,2.240807056427002,2.031601428985596,0.9066382681894143
134,4.739478349685669,5.1391727924346915,1.0843330031828358
135,0.9610161781311036,,
136,5.26724076271057,5.5120933055877686,1.0464859219291116
137,3.2462279796600337,4.0053460597991934,1.2338462008508286
138,0.80367112159729,0.8403520584106445,1.0456417256109083
139,,,
140,3.312276601791382,3.4923830032348633,1.05437541096238
141,1.8014485836029053,1.815718412399292,1.0079213078442943
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,,,
153,1.8614726066589355,1.9671311378479,1.0567607231022356
154,0.8846664428710938,0.8624980449676514,0.9749415182613945
155,3.2560381889343257,3.251645565032959,0.9986509298581647
156,1.0122854709625244,1.006627082824707,0.9944102841538986
157,1.8519506454467776,1.831989049911499,0.9892213134381543
158,1.4694478511810305,1.5111112594604492,1.0283531043622494
159,1.3045523166656494,1.470104455947876,1.1269034113598195
160,1.5104618072509766,2.0130486488342285,1.332737206045583
161,0.7635161876678467,,
162,1.1612153053283691,,
163,1.9871673583984373,2.0183854103088383,1.0157098252336236
164,1.7264180183410645,1.7774813175201416,1.0295775986097182
165,1.2363777160644531,1.4493677616119385,1.1722693985665316
166,0.8525502681732178,0.7978353500366211,0.9358220621361885
167,2.2777020931243896,2.9514577388763428,1.2958049903829798
168,0.9838926792144777,,
169,2.6248974800109863,2.587054491043091,0.985583060193369
170,3.235366582870483,2.7968780994415288,0.8644702316731236
171,3.4015798568725586,3.538113594055176,1.0401383306955925
172,1.233555555343628,1.2364389896392822,1.0023374985286748
173,1.774308443069458,1.0290470123291016,0.5799707578175674
174,1.1822388172149658,1.7450892925262451,1.476088643948608
175,,,
176,1.6154973506927488,,
177,1.4801888465881348,,
178,1.194973707199097,1.1511199474334717,0.9633014856298268
179,2.6365962028503414,2.680206537246704,1.0165403918693416
180,1.202477216720581,1.2327229976654053,1.0251528931477896
181,1.9676756858825684,1.540536403656006,0.7829219086808119
182,1.5225191116333008,1.48356032371521,0.9744116263497689
183,,,
184,0.7122530937194824,,
185,0.923980474472046,0.8264169692993164,0.8944095596517053
186,0.7561404705047607,0.7739911079406738,1.0236075678160659
187,1.1458587646484375,,
188,3.4449360370635986,3.4770076274871826,1.0093097782015485
