id,time,exec,lender,renter
00007595dc084f5a9697e978c400c229,1609864311.9063509,0,0,0
000664c0abc44233ab7439af64d7eb9c,1609864725.8477268,1,0,0
000c058a77fa486fa2d0c4ef548dd10e,1609864359.9780312,0,0,0
000ca5eb6f6543b791af6fda42260708,1609865153.7982144,0,0,0
0015d22141bb412286a7935fa2c56c2d,1609864742.1041539,0,1,1
0015f6bdc9ce47c7b92a9a4f4e9bea7c,1609864800.4853017,0,0,0
001c278de542461e9fd294f93365a554,1609865140.795997,0,0,0
00217d158bdb461394b1601605fa21ab,1609864865.2788544,0,1,0
002c70c42e1c4efa929ad96cc7e72bd6,1609864717.9211574,0,1,1
00358bed22d6459f8a8c4ff9a5c547e0,1609864401.9171922,0,0,0
003cab01e2634c06828f58103a4b101e,1609864561.1282651,0,0,0
00468acb50c649d7bdb3b7552ad757e7,1609864900.3298922,0,0,0
0049be9050ab4e80875f4e645a9ea542,1609864069.4131613,7,0,0
004a9e5d75154ca7aa84297459b848fc,1609864263.481357,0,3,2
004dc65c3c0e4353b44799ca08684230,1609864338.881563,0,0,0
0051c19a4ec24e8d86f2e75e98f1f9b6,1609864780.052342,0,2,0
005447e7e1ae45a992b19cc71d691031,1609864960.1715353,0,0,1
005765724c3a40f98a7870d900fc44d5,1609865143.3937654,0,0,1
005ac04346994bfe83a206859031efbe,1609865022.3714762,0,0,0
005df6ad8f4c45f4b7da7e7cf6d00f8a,1609864218.9239817,0,0,0
0062e0c75885419ebf01001759ce5811,1609864763.152748,0,2,0
00635444af20489d88d4b88306fdfed3,1609864562.7009544,1,0,0
006d92c846414ec58a623ca3c472f69b,1609865010.9619963,0,0,5
006eba73f4e24f08b3eed63ae46f7721,1609865085.5812047,0,0,0
00710aac470e42398e5bb9fdbedb3415,1609865056.4534223,0,0,0
007501b965b0443ebd3dddd01f35cf53,1609865393.7784626,0,0,0
007987ae0c7246de9afb2cc2cb835db1,1609864697.0076406,1,0,0
007c7b2d8398493d8f3bab2c964c98ab,1609865172.559211,0,0,0
007fe793d48545c2bb11f355de414f63,1609864835.2747548,0,0,0
00802768de734f21b1b65401f0b97d07,1609864384.833333,0,0,0
0081daa43df34120a88dbeccd79807b3,1609865468.3901618,0,0,0
0082311314d14b72b21bf02970e128e0,1609865192.379931,0,0,1
00839572760e4da1a3712ad6bdd0b557,1609865003.1758316,1,0,0
008568f61bd146538e05bd484e38531d,1609865210.8565087,0,0,0
00860a74106942ea9d2a4bf34e23f6d4,1609864261.8314898,0,0,0
008c56648d7a47349d375b71a6252eb5,1609865128.509769,0,0,0
008d8b9cedc240d7846e1e9a1ca6947c,1609865320.7495742,0,0,0
0094de230ba147c5969127da100fe6ee,1609864639.9371748,0,1,0
009625f39ab7432c86d8d9de076feed6,1609864240.5194688,1,0,0
0096d36740eb486faab7d49cc863422a,1609864568.7795131,1,0,0
0099b7ab20f04d188c246c745a1f403f,1609864377.926958,0,0,0
009d2e79e2774118ad30970edb918fc5,1609864075.5242186,0,1,0
00a0f04003b94db2ae8dcdcd6877341f,1609864931.3803537,0,0,0
00a2da1c1aab4d49bafe6be154072160,1609865429.9829235,0,0,0
00a54eaac9ce4a68b4da8cb5dea1354c,1609864292.5417104,1,0,0
00aebf7b34a740e2bd5368818b26fbac,1609864346.6792948,1,0,0
00b20a5b552b422bbb36c5a9987fb53b,1609864088.5773938,0,2,1
00b4a43a0a2e4cd79e3c4b1039351eb5,1609864630.080531,0,0,0
00b6ad3fb8204459897d52561a90a1b7,1609864667.2771251,0,0,0
00b6ee6e8fe1456d8df24b7085ae9b37,1609864420.796497,0,1,0
00b91756c5cc475e84facf62a3ca7bad,1609865416.9580574,0,0,0
00c1b970e195482cb54a809f5689929b,1609864594.1616476,0,0,0
00c4111463cf42599698c1054cb3e146,1609864141.824988,0,0,0
00d04bb3f2874a448d05380248135bd5,1609865029.259256,0,1,0
00d1e9a045f744dea56e4101937a395e,1609864485.9235804,0,0,0
00d1fbc84a3a4d588a4aae9f3eb5a8ab,1609864501.9452977,0,1,0
00df0d6108444c4b8c8d55e3eba1c32a,1609864970.4715273,0,0,0
00ef37fed3d74d8a9332276ea617dc39,1609864327.9077673,0,1,0
00f3b714b26c4d9181b553c5dd2775e9,1609864498.0066857,0,0,0
010b0383732a48858fb7726b1f81d7d0,1609864434.8592513,0,1,0
010ba836ea2345108398bd714c6c6960,1609865246.2332594,0,0,0
011c07de6b534f80aaea21fa754bd6e1,1609865308.233469,0,0,6
011c19c9b29047718709a32d040b5a76,1609864475.981747,0,0,0
011d4f370d53409abbeffceae4e9b5ac,1609864154.8585663,0,0,0
011fa830c57542af97a83d56457eced7,1609864927.0317378,1,0,0
012764e4a59b42cb89c7e6b0feb696e5,1609864665.1703458,0,0,0
012878edf6da46e7a889a3e8c55b084e,1609864052.4946754,1,0,0
013087570c1c4f9982c7daaabd1633df,1609865334.6198177,0,0,0
0134e11639f44cbfa6a4f91c5c748dbe,1609865406.507578,0,0,0
0137fc7f3dbc44eb928fa697fbde1cc0,1609864806.9648204,1,0,0
013d09a5ba97461d92e362ec65e7a5dd,1609865047.1238635,1,0,0
01467842c4f543ec9a67647217918827,1609865012.3995154,0,0,0
014df020a94f4f1f957ab8382f012cfe,1609864428.1043868,0,0,0
015237f8c83f4870a85e26bcabce20d7,1609864340.705371,0,0,1
015292abe2b74184b2eb8aabfcf0763e,1609865410.5770447,0,0,0
0158a20da49d48cbb428624395b6f735,1609864146.5707247,1,0,0
01593d1bc4da461e8c8130de5bf623ea,1609864963.3484268,0,0,0
0159aaf7035c47f690fd36f79f2fca21,1609865411.3889992,1,0,0
015d9a486b2247c5b035fcdb9a3bd151,1609864539.989801,0,0,0
015ea819067348dfbeae61eba86cae79,1609864650.8144348,1,0,0
0161da46b75448aa98a7866c4d52c802,1609864202.4471722,0,3,2
0162be2da7ab413a9e9af800fe62f902,1609864819.3147995,0,0,0
0165752491a24b08bb42ed8c846f352b,1609865328.8269894,0,0,0
016bf6ac3d0f4016a76d6411a01ed151,1609864873.8807006,0,0,5
016cdd910eb0499e9f063948b1c0789c,1609864205.8694956,0,0,0
016f5219b2ff4162b773ab0093195c7d,1609864537.949281,0,0,0
0171c77a95e2456c9506541059337341,1609864964.284521,0,0,0
0171f731c5ac4096b9851791832bc9b3,1609864971.114656,0,0,1
0174c9e58fc64a7698751faff05f4e41,1609865268.860948,0,1,0
017727244d6348968a3c51b8f6f7600e,1609864555.9359,0,0,0
018063b4e97c47f48f236351851d397c,1609864852.304993,0,1,0
01866cd6ecde4fb0b8eef5499eba2757,1609865181.7128422,0,0,0
0186dabf97354cd79fabc785c9b5d32c,1609864842.2141833,0,0,1
0198973f9de64cfd8b789fdce85450fc,1609864827.9094536,1,0,0
019bfa693f2649248c0ce5fe841cd211,1609864650.7729433,1,0,0
019c9d8bb4d74bbdbc680ce289b8ed7f,1609865074.0458672,1,0,0
019dba762707495bb8581e6d5f33b376,1609864881.0928712,0,0,1
019e5d24b3e24237a4366aedb0dececf,1609865264.3128269,1,0,0
019ea3fdecf349669b56d477907a7ba3,1609865087.578621,0,0,0
01a154977c964b77beb527e7b162ac7b,1609864637.930585,0,0,1
01a1d502d01345348d174c8be3b2cdc4,1609864134.5346859,1,0,0
01a2abfa8e8341759d7e8b6b85e72395,1609865164.5600698,0,0,0
01a551bdba1c4a7db46eca07a38e814f,1609864583.7951143,1,0,0
01a92ee90f0d4e3aa050be1b827b18c3,1609864304.8320134,1,0,0
01b03b5c8c454c8a813762489a85e498,1609864601.777597,1,0,0
01b31d90cbba4071a2f054f8dd9380df,1609864183.436909,0,4,2
01b46f7c5e0d405a92e2acb04ad16e20,1609864910.0185833,1,0,0
01b630fc9ab24f39a523ed646870d50a,1609864171.6575758,0,1,0
01b9fa1ccf124938a8cbef59d054809f,1609864154.4734464,1,0,0
01ba1c55dbf04dc59c5200822e813c69,1609865201.3158298,1,0,0
01bb2bb4427641bcb941c63f42757099,1609864247.8947463,0,0,0
01c3268b1e404a14b1776f66a64539c5,1609864221.7584484,0,0,0
01d0e73f922947e3b3ec2ac436609aa9,1609864885.298158,0,0,0
01d7457ec3ce45edaac6e872fa563efc,1609864291.4978125,0,3,2
01dc2ff0ae244e03b245fa874e3b46f0,1609864791.0707796,0,0,1
01dd5d4ab338421d936a280d5b1e80d7,1609865025.5818508,0,0,0
01ddc56eda934df899ce198f8659f05f,1609864626.796205,1,0,0
01de2032d3f7447e98238270d892d646,1609865420.6285582,0,1,0
01e0aa9b4d58472eb19b7c10e63ad3aa,1609865035.1778393,1,0,0
01e2b48e13494c578f63277f8c005d4d,1609864866.1904068,0,0,0
01e2f5be9d6647e9b8d52f851515ca6a,1609865022.2878766,0,0,1
01e4343b366b4078aa4391c00fb3708e,1609864794.1063926,0,2,0
01e7cd2cce6444b88b3fc673e65e2d06,1609865236.7343986,0,0,0
01ed1d9a33d649b1b43a1dee753d0c9b,1609864972.4184964,0,0,0
01f365502ccf4dfcadb7704ea2d83073,1609864415.9292867,0,0,0
01f7c9c364ce425782fdcc7e9c18850b,1609865173.7554374,0,0,0
01fa4746ed814de19511476c25fd773e,1609864119.544684,1,0,0
0201e63e2fac4fabbb75fa7b728195ea,1609864396.9916844,0,0,0
02069ebc922c4ea985aab23234df7bf6,1609865062.4595494,0,0,0
02085caf528e4985a433f1b980a41f9d,1609864235.661455,0,0,1
0210c871403e4665b9a98049fac49e34,1609864883.9852755,1,0,0
0212223e796844d392ebba024491a5b5,1609864132.452037,1,0,0
0212acd1667b485aad57b56f9e03e6de,1609864953.9850562,1,0,0
02145feb097b407db01d331e175c66a3,1609864844.863122,0,0,5
021713e51f77461eb2cb9f676f4c1f73,1609864825.1003134,0,0,1
022af1999c8149319224af7e7a41aa2a,1609865442.6866624,0,0,1
022ba33b576140cbabfee29fe0955968,1609864951.1003993,1,0,0
022bb3f6a8404ad8bc50e646da62ba6b,1609864809.1726644,0,0,0
