id,time,action,qos,qos_target,lender_pool,type
8419510ab683454e96efe2dda5992945,1609864050.4632127,matmul,0.42250000000000004,0.2,1,repack
efd944d92cb546e785cdaac1c32ccb0f,1609864051.3770168,network,0.65,0.2,1,repack
61c6b9152cf249c385da73cff661d5ec,1609864056.0449605,matmul,0.27462500000000006,0.2,2,repack
566fb69143914271ab721a0fac00dbfa,1609864061.0888689,image,0.65,0.2,1,repack
345c97e834b8439fa44a9884f6db7eec,1609864078.9788795,linpack,0.6287352995791624,0.34463333333333335,1,repack
3b85f1357a14487fb5fe6e30b87d9f47,1609864081.4167712,matmul,0.5285062500000001,0.2,1,create
3b491dbee61048fab18e074cb49c56fa,1609864081.6402433,matmul,0.5285062500000001,0.2,2,create
2245f58870064a888094d41d8f964207,1609864081.697515,linpack,0.7086779447264555,0.34463333333333335,1,repack
575799f90150435083e9d769cdd80cd5,1609864085.347831,linpack,0.5969164316469274,0.34463333333333335,2,create
8ecb2c5e6fab49bca76a86f1dcace624,1609864103.140468,linpack,0.8421523369448627,0.34463333333333335,3,repack
2a834af2cfed4644bbdcd2ac5c6067c6,1609864114.499509,linpack,0.6380953043646328,0.34463333333333335,4,repack
9dda447eee964c32a13b1fcb00eee48b,1609864115.913126,linpack,0.6380953043646328,0.34463333333333335,5,repack
f9713bb6824441dd87257f67327d04b2,1609864140.9217463,linpack,0.8088742574783513,0.34463333333333335,5,create
419b94d975fb42bcbd2b762c7f872de5,1609864299.0815134,linpack,0.4616115373136589,0.34463333333333335,2,create
0a1fdfd66b6c4907bdd113c383909f5a,1609864299.334087,linpack,0.4616115373136589,0.34463333333333335,3,create
041b1831bfc04687bca185ce9fd8f7dd,1609864301.3425188,network,0.11602906250000004,0.2,1,create
0b965bc4c4894c6e84e77a72d59607ae,1609864307.1069183,linpack,0.3729630444825963,0.34463333333333335,3,create
f15fb594f7e94a37a84a8d9818b358e5,1609864325.5966334,linpack,0.6145128652311873,0.34463333333333335,4,repack
b3e8e57acd9b40c088a30e92a4233b4e,1609864329.1112897,linpack,0.6113816855601766,0.34463333333333335,5,repack
75dbe8f8707144b49aa1f114f25a0f7b,1609864347.7944756,linpack,0.7738289369691145,0.34463333333333335,6,repack
3f39be9b1a844c759e814c790166bb3c,1609864495.5066972,network,0.03186448128906252,0.2,1,create
d1b5c2b2f2e548368a60738e9d6d03d4,1609864619.73305,markdown2html,0.65,0.23173333333333332,1,repack
c31185e21abb4795a729fb8e03ca9813,1609864683.17038,network,0.008750783174008795,0.2,1,create
51d0fe161f6a417b87f5c63ce74a751d,1609864684.0944445,k-means,0.09304159924828523,0.2,1,repack
9f0be9437886441891fc715c9e9b1c21,1609864692.8571522,network,0.005688009063105717,0.2,2,repack
3b8fe0489ca84ff083c0a571d1859290,1609864701.1673946,linpack,0.6640126347770376,0.34463333333333335,1,create
b19dd0355e594be598f3520670a5e03d,1609864702.9241073,network,0.005688009063105717,0.2,2,create
5bc4e3a397624a5e84b8e80ad1ffdd7e,1609864746.0708754,network,0.003697205891018716,0.2,2,create
00e2a65bf66a42a086a0133465bea573,1609864987.0155408,network,0.7260349743590837,0.2,1,create
82242fa7219740a6bc7d8d8bb2aae167,1609865117.4685073,network,0.3067497766667129,0.2,1,create
1914595d2e5b4ff287a1b87ac0a61320,1609865142.3171003,network,0.3067497766667129,0.2,1,create
149f0eae3e194d708504e44eefdf1cd2,1609865212.3355489,network,0.19938735483336337,0.2,1,create
63034e33297e43948baa2522775ffe2d,1609865237.223946,video,0.65,0.2,1,repack
fd1bd599ccae44e4babed388787b8189,1609865252.5708928,video,0.65,0.2,1,create
4cbe2270d8cb48e3948529e7d0b605a0,1609865294.3183327,video,0.65,0.2,1,create
3d81a086ef594fbaa7f604418378f01c,1609865408.2743807,network,0.18346688900872307,0.2,1,create
ff6dd31d364d4f02adce72f005943985,1609865417.6261818,float_operation,0.65,2.9519,1,repack
54871adb86954109a9584ba056e6f071,1609865418.265894,float_operation,0.65,2.9519,2,repack
0039c78ae4a64e05a52bb816679095c2,1609865419.8170683,float_operation,0.65,2.9519,3,repack
ba93c9dcf11049dc8ef219128496688e,1609865439.106282,float_operation,0.65,2.9519,3,create
094cb03294b441659e27ff8af680416a,1609865469.0899332,disk,0.41343307147370056,0.2,1,repack
38c6700f8a434c329f36e74115eceb23,1609865472.3203967,couchdb_test,0.820412888348479,0.2,1,repack
