action,cold,warm,create,rent,queue
linpack,24,11441,24,0,11441
float_operation,28,195,28,0,195
image,3,285,3,0,285
video,26,1409,26,0,1409
disk,24,0,24,0,0
network,1,94,1,0,94
k-means,1,0,1,0,0
markdown2html,3,0,3,0,0
couchdb_test,1,0,1,0,0
map_reduce,1,0,1,0,0
matmul,12,5,12,0,5
