id,host,action,start_way,container_attr,container_way,queue_time,create_time,rent_time,inter_start,inter_end,end-to-end,container_start,container_end,exeuction
7e40dc246d7c474e8a1afb1f51c9ffb8,172.20.185.122,k-means,cold,exec,create,0.3327929973602295,1.2385003566741943,0.003366231918334961,1610281313.9261792,1610281315.5359707,1.6097915172576904,1610281315.509853,1610281315.5248969,0.015043973922729492
e840fa19fe3944e4ac1cd2f9c5bba091,172.20.185.119,linpack,cold,exec,create,0.002095937728881836,0.6379776000976562,0.002819538116455078,1610281313.926958,1610281314.5982516,0.6712934970855713,1610281314.5768855,1610281314.5898676,0.01298213005065918
b7a16a27e3ec45afb25847a621c8125a,172.20.185.122,k-means,cold,exec,create,-0.3306002616882324,1.5720739364624023,0.002287149429321289,1610281314.2581065,1610281315.5384731,1.2803666591644287,1610281315.509448,1610281315.5257106,0.016262531280517578
0002bc66a04e4c56a8610ac4090cc8a4,172.20.185.122,k-means,cold,exec,create,0.0021452903747558594,1.2776305675506592,0.005007743835449219,1610281314.591259,1610281315.9011815,1.309922456741333,1610281315.8829663,1610281315.8925724,0.009606122970581055
f0d390ae5cdd41c99085e89ae0918ee6,172.20.185.122,k-means,cold,exec,create,0.0010874271392822266,1.2137479782104492,0.002732992172241211,1610281314.9249203,1610281316.1634057,1.238485336303711,1610281316.146819,1610281316.1559525,0.009133338928222656
60169337557d4837a2d536eec08ccba6,172.20.185.120,network,cold,exec,create,3.933906555175781e-05,0.9151880741119385,0.007907867431640625,1610281315.290787,1610281316.278375,0.9875879287719727,1610281316.2419233,1610281316.2634513,0.021528005599975586
838d27d6b1684a2687fa76e82402b873,172.20.185.123,matmul,cold,exec,create,0.0027549266815185547,0.7062516212463379,0.003879070281982422,1610281315.291535,1610281316.031963,0.7404282093048096,1610281316.0120397,1610281316.0232184,0.011178731918334961
574be5a8cecc4939947f5fa76893e964,172.20.185.120,network,warm,exec,queue,0.9602627754211426,0.0,2.384185791015625e-07,1610281315.294743,1610281316.2960122,1.0012691020965576,1610281316.2788012,1610281316.28568,0.006878852844238281
9699c8fa38ab4312a2b7984902950ccf,172.20.185.120,network,warm,exec,queue,0.9766316413879395,2.384185791015625e-07,2.384185791015625e-07,1610281315.2958696,1610281316.3133883,1.0175187587738037,1610281316.2954352,1610281316.3014433,0.006008148193359375
103d114784804574a12568817ba50624,172.20.185.120,network,warm,exec,queue,0.9956321716308594,0.0,2.384185791015625e-07,1610281315.2970846,1610281316.337151,1.0400664806365967,1610281316.3164773,1610281316.3232157,0.006738424301147461
cd5b8c419e0941de87f22cb82a64f9a0,172.20.185.120,network,warm,exec,queue,1.0251879692077637,0.0,2.384185791015625e-07,1610281315.2981656,1610281316.3643358,1.0661702156066895,1610281316.3462224,1610281316.3531117,0.00688934326171875
c8de7ba543d84c1b99533cc85e68e2ee,172.20.185.120,network,warm,exec,queue,1.0454835891723633,2.384185791015625e-07,2.384185791015625e-07,1610281315.2992396,1610281316.3792477,1.0800080299377441,1610281316.3634562,1610281316.3686388,0.005182504653930664
8435629ea3b94916873633aaf5a647f8,172.20.185.120,network,cold,exec,create,0.007390499114990234,1.1971311569213867,0.002715587615966797,1610281315.3004246,1610281316.551719,1.2512943744659424,1610281316.5242772,1610281316.536228,0.01195073127746582
f5211dec488e4fee964bb707cd6f7cce,172.20.185.120,network,cold,exec,create,0.04025006294250488,1.2073760032653809,0.002428293228149414,1610281315.3015077,1610281316.5993502,1.2978425025939941,1610281316.5680807,1610281316.5888052,0.02072453498840332
eb7886fe56ec4c428431840e08c58eb2,172.20.185.120,network,cold,exec,create,0.02330303192138672,1.2584996223449707,0.002301931381225586,1610281315.3025782,1610281316.6243467,1.3217685222625732,1610281316.6031978,1610281316.6162755,0.013077735900878906
561761729575457bb312836645d01726,172.20.185.120,network,cold,exec,create,0.01227879524230957,1.7873046398162842,0.002334117889404297,1610281315.3037598,1610281317.1782174,1.874457597732544,1610281317.1283085,1610281317.1501977,0.021889209747314453
617623ffb5f241369b94d26a760391b6,172.20.185.120,network,cold,exec,create,0.017349958419799805,1.810248851776123,0.0022644996643066406,1610281315.3048477,1610281317.1995702,1.8947224617004395,1610281317.1503775,1610281317.1672685,0.016891002655029297
f057f70d3bae4a82b431043f76e48651,172.20.185.120,network,cold,exec,create,0.02774190902709961,1.830578088760376,0.0027899742126464844,1610281315.3059177,1610281317.207385,1.9014673233032227,1610281317.1804178,1610281317.1984048,0.01798701286315918
51129582bf064d329562117ca850e03f,172.20.185.120,network,cold,exec,create,-0.30797481536865234,1.9250810146331787,0.004250049591064453,1610281315.622183,1610281317.279652,1.6574690341949463,1610281317.251181,1610281317.2688684,0.017687559127807617
60f9e5658d5c4f878d036caec92b7eb4,172.20.185.120,network,cold,exec,create,-0.30487871170043945,1.913867473602295,0.002337932586669922,1610281315.6345844,1610281317.2934945,1.6589100360870361,1610281317.2699487,1610281317.28355,0.013601303100585938
aba076526d0743859ffc3a162de14dca,172.20.185.123,matmul,cold,exec,create,0.0011217594146728516,0.6663055419921875,0.003682851791381836,1610281315.6353862,1610281316.3330793,0.6976931095123291,1610281316.3124712,1610281316.3257816,0.013310432434082031
89fa07651bf44add875bbb938830f4e0,172.20.185.120,network,cold,exec,create,-0.31571173667907715,2.2231225967407227,0.002945423126220703,1610281315.6370866,1610281317.658475,2.021388292312622,1610281317.5984197,1610281317.6466928,0.04827308654785156
