id,host,time,action,qos,qos_target,lender_pool,type
dd46428aa39440d88c197a3b70afc645,172.20.185.123,1610281322.1404486,matmul,0.65,0.2,1,repack
383ef4ff999044faa25fa186d3404517,172.20.185.123,1610281324.1417947,matmul,0.65,0.2,2,repack
b25e90d7a8c6402b881f8ab03d0cb559,172.20.185.123,1610281326.142571,matmul,0.65,0.2,2,repack
3747be4d61ac4533b6f3fb0319ac3c20,172.20.185.123,1610281326.9189925,matmul,0.65,0.2,3,create
9d6598c901954c018575bf81e3c2ce0b,172.20.185.122,1610281328.13955,k-means,0.9593898281250001,0.2,1,repack
5fabbb32cf1747ac9d2e158e6861b773,172.20.185.122,1610281330.1364334,k-means,0.9593898281250001,0.2,2,repack
882d9c0e7a444fee85d98d2adc090405,172.20.185.122,1610281332.1578403,k-means,0.97360338828125,0.2,3,repack
cffe44ad047f4791966438ab76553e36,172.20.185.122,1610281334.153919,k-means,0.9828422023828125,0.2,4,repack
4d7bb23c0319433fb67ef58bf604518e,172.20.185.120,1610281338.6522408,network,0.9564455906640625,0.2,1,repack
122b254d7b794f26aee0212277fcf898,172.20.185.123,1610281340.2749496,matmul,0.852125,0.2,1,create
a81f0d9c34f740f6b10ca4c9987d89cd,172.20.185.123,1610281340.6089046,matmul,0.852125,0.2,2,create
23525f3a584b4d3fb12afebfb587b331,172.20.185.120,1610281340.679369,network,0.9564455906640625,0.2,2,repack
933dd4c062e24c72bd24a1c1d0a4449b,172.20.185.123,1610281340.9284086,matmul,0.852125,0.2,3,create
3ccbc271d3ad482785a402a1d6f79a35,172.20.185.120,1610281342.69344,network,0.9716896339316407,0.2,3,repack
3ded736fc7b0488fbfcd1af1c7b7cfcb,172.20.185.119,1610281342.8366327,k-means,0.852125,0.2,1,repack
85e06c1a66cf47d09fb109236acdcac4,172.20.185.120,1610281344.6842396,network,0.9815982620555664,0.2,4,repack
555bda357ce746de91dc104cb1486331,172.20.185.119,1610281345.5070627,k-means,0.852125,0.2,2,repack
ca9c02fa1c3f495099c2e417f4ad1604,172.20.185.120,1610281346.6736898,network,0.9880388703361181,0.2,5,repack
fb2343be55cc465894e4ffa8103e6128,172.20.185.119,1610281347.810698,k-means,0.852125,0.2,3,repack
84a4282806b745009d8c73d7448b483b,172.20.185.119,1610281349.5285108,video,0.65,0.2,1,repack
5db287db5c73428481388fd2566b3b35,172.20.185.120,1610281350.1488636,network,0.9922252657184768,0.2,6,repack
d8b66f57615842b89089ffb1cde0829c,172.20.185.119,1610281351.5875466,video,0.65,0.2,2,repack
57e2dd238cf24a32b52c33b76c8079ed,172.20.185.119,1610281353.5620701,video,0.65,0.2,3,repack
7a4a9ad11bf04ee39d7c9369e3222c32,172.20.185.120,1610281354.5966043,network,0.99494642271701,0.2,7,repack
d476ddff751c472c9fb1291b3192e3c2,172.20.185.121,1610281355.4731274,linpack,0.27462500000000006,0.34463333333333335,1,repack
848efa4118474186a55c43c979bd785b,172.20.185.121,1610281357.4611895,linpack,0.27462500000000006,0.34463333333333335,2,repack
3c07c5dd7d274e1c9a521334193f2741,172.20.185.121,1610281359.419093,linpack,0.27462500000000006,0.34463333333333335,3,repack
1a815fb737024394beb3477e8e8e913c,172.20.185.122,1610281359.7036057,couchdb_test,0.90388125,0.2,1,repack
3314690c3ff24ea983dc07be5924c442,172.20.185.119,1610281360.136245,linpack,0.9569727297492018,0.34463333333333335,1,repack
fb378747cdc84412bc2c9b5ae5517a36,172.20.185.121,1610281361.4024746,linpack,0.27462500000000006,0.34463333333333335,4,repack
6e9701e7c160444f83154cbad5834d12,172.20.185.119,1610281362.136011,linpack,0.9720322743369811,0.34463333333333335,2,repack
cf427d9efca04b69814d281fea328582,172.20.185.121,1610281362.3021002,couchdb_test,0.95329830234375,0.2,1,repack
87c4000fcf254ae8bd9d34b6927daf67,172.20.185.121,1610281363.4422324,linpack,0.27462500000000006,0.34463333333333335,5,repack
58f5503a336f447483bb3b903869488d,172.20.185.119,1610281364.104622,linpack,0.9818209783190377,0.34463333333333335,3,repack
277f62bc0e21442184dbfe79ec2f6c58,172.20.185.121,1610281364.3631423,couchdb_test,0.9696438965234375,0.2,2,repack
acf6b5c7004a4c8b8b24d4f66e94095c,172.20.185.121,1610281365.3920002,linpack,0.27462500000000006,0.34463333333333335,6,repack
622096ec823d4c3c933c33a6058de694,172.20.185.119,1610281366.1578717,linpack,0.9881836359073745,0.34463333333333335,4,repack
2c857209c61a4b6ca773ff212afc0bff,172.20.185.121,1610281366.3175921,couchdb_test,0.9802685327402344,0.2,3,repack
fd1f9e8d9d124b5f97eb2683b090c378,172.20.185.119,1610281368.1137493,linpack,0.9923193633397934,0.34463333333333335,5,repack
0c5158be68ce4be188abba683abfab51,172.20.185.119,1610281370.2080085,linpack,0.9950075861708657,0.34463333333333335,6,repack
526e709798834875bbe1bf78026113ab,172.20.185.119,1610281374.5288417,video,0.65,0.2,3,create
43a567b781ad41518aab2dd56d535a44,172.20.185.119,1610281381.2410676,linpack,0.9994207349037936,0.34463333333333335,6,create
ace9ecacf5b44d769c5d54046976edf0,172.20.185.123,1610281387.5275452,video,0.42250000000000004,0.2,1,repack
ad914efb80874d21be6bc9496bac8727,172.20.185.120,1610281404.9397254,network,0.9999948688747254,0.2,5,repack
d58237c79b8d4b0d8fda78e4c29fed3c,172.20.185.120,1610281406.9559524,network,0.9999966647685715,0.2,5,repack
33fab6f9173548de8d9fce065443bb84,172.20.185.120,1610281409.003842,network,0.9999978320995715,0.2,5,repack
37b66e1435a6486d982e45fb86c08845,172.20.185.119,1610281426.435789,linpack,0.9999999711673497,0.34463333333333335,5,repack
e2a3d7218fe44359ba1dcf6188208337,172.20.185.119,1610281428.5305517,linpack,0.9999999812587773,0.34463333333333335,5,repack
33500d1fe9ef403ba3f66f1dc592491e,172.20.185.119,1610281430.5076528,linpack,0.9999999878182052,0.34463333333333335,5,repack
6e57fb93d9d048e1a34b3e27ae112698,172.20.185.119,1610281466.2122529,image,0.65,0.2,1,repack
22fa7b3684574792a5f29df5d3a28e84,172.20.185.119,1610281474.331819,image,0.852125,0.2,2,repack
