action,cold,warm,create,rent,queue
k-means,3,357,3,0,357
map_reduce,11,1429,11,0,1429
matmul,24,0,24,0,0
markdown2html,2,142,2,0,142
image,3,285,3,0,285
float_operation,37,9,37,0,9
network,98,2623,98,0,2623
video,1,0,1,0,0
disk,3,0,3,0,0
linpack,1,0,1,0,0
couchdb_test,10,2,10,0,2
