action,cold,warm,create,rent,queue
video,13,7301,13,19,7282
network,2,46,2,0,46
matmul,4,731,4,12,719
float_operation,3,357,3,0,357
disk,11,76,11,3,73
k-means,4,284,4,1,283
linpack,0,1,0,1,0
markdown2html,1,0,1,0,0
image,9,8,9,5,3
couchdb_test,0,1,0,1,0
map_reduce,4,0,4,0,0
