action,cold,warm,create,rent,queue
float_operation,4,287,4,0,287
map_reduce,2,478,2,0,478
network,24,1,24,0,1
k-means,27,1166,27,0,1166
linpack,1,0,1,0,0
markdown2html,35,33,35,0,33
matmul,3,0,3,0,0
image,1,0,1,0,0
video,27,2208,27,0,2208
couchdb_test,4,12,4,0,12
disk,1,0,1,0,0
