action,cold,warm,create,rent,queue
disk,14,4539,14,15,4524
k-means,1,0,1,0,0
matmul,1,3,1,3,0
float_operation,4,356,4,0,356
video,12,1284,12,6,1278
map_reduce,6,281,6,0,281
network,3,93,3,1,92
linpack,1,23,1,2,21
couchdb_test,6,3,6,1,2
image,0,1,0,1,0
markdown2html,1,0,1,0,0
