id,time,memory,cpu
0055df4b77b245e89fe3f6ca7ab7b17a,1609916674.321253,0.12374221425790272,11.0
005c9fc8f8f746a58a5e18b177fea4a2,1609916213.6568365,0.1202714533983209,1.7
006411ac293042f9ab0a65f581ee24df,1609916641.27507,0.1231810459493685,2.6
007e6b11134447b8b1aa7a35615cdb40,1609917322.2356055,0.12818590239729274,11.1
00c0fe2748e24a5ca0b97f8be1b6b8b8,1609916939.6934628,0.1260274356060996,4.6
00f60152d34845419ff51d3ed60d9813,1609916816.518294,0.12516717567388533,2.9
011940b28efe46eabb141d0d6acd5121,1609917218.081919,0.12761418005458286,5.8
01561b6d58c1404c8096e4b8f347b11c,1609916787.478082,0.1249737305388576,6.7
01697b7c66ed43e48dfad531d8ac840e,1609917074.8851683,0.12649605898564784,2.2
01798d6008444c8f8843700193e3c8ec,1609916643.2786298,0.12320870479755308,5.2
01af1bdcc84d438fa07a8b5ad0b6851c,1609915979.3169749,0.11785990208070206,23.9
0211754a012845449b29d0f43733cf66,1609916860.5794687,0.12541613563523085,2.4
025f07ef0993407d8235ed9b638819c9,1609917124.9551919,0.1270434585254586,2.4
0263e92419724579a2c2cd44ed0af60b,1609916926.6755464,0.1259569237398396,3.7
029736023e124609b1b3065c41b1f91c,1609917381.3171616,0.12914131543935253,6.2
02d29cffd072442d9c87dacae59be18f,1609916546.1399965,0.12253688593243837,3.5
02e92b1463cf44988a4996f2fc3d7bf6,1609916885.6154006,0.12543832033637892,3.2
0342e745e47f4953877247a951eee222,1609917260.144996,0.12765877691451202,2.6
037cdf71811b475cab02cdf13200ec95,1609916818.5210507,0.12517248301865758,4.3
039485f938ba4bea80af0e0c9b585a33,1609916820.5246286,0.1251819300923522,3.7
03dd183586bf41f0ad69e0e49ae6e39f,1609917365.2953115,0.1284085227647257,3.5
042ece5794e84b7ba425bd0584848971,1609916978.7488372,0.1262562883126794,4.5
0443b58ec1dc4f6aaa0532a4031285ab,1609916592.204862,0.12277962871847928,4.3
04ee5e9e8aa2442cbfab975760c2fc23,1609916851.5668702,0.12526593777817593,2.8
052d968626b046a18eaed98b38048377,1609916666.3104455,0.123746642099827,4.7
05433fe8af5d49dcb7270e8cf5e89672,1609916254.7128093,0.12074081980613725,30.5
0574d108f95f46acb5bcc1d5e754d115,1609916096.4843822,0.11968966226438593,5.3
0598eceeba104c989aa9ffd11f58f485,1609916265.7286756,0.12080795013558522,4.1
05ad0f9a4ad14ce48c5b4df79cbb1f22,1609917070.8791234,0.12647793819421113,3.6
05c85ed6f52e4763992b7212a6bb022f,1609916233.6887662,0.12027465296902647,1.9
06054d7c403c40bf84b454951457c3f2,1609916439.9801342,0.12199462693513562,5.1
060631216def4df18a3ae7cb4486c115,1609916235.6900756,0.12028062752285582,2.1
060f409c0ebd4b5d8c0620466d3ff39b,1609916652.2919004,0.1231633952370402,6.7
061f1b006b2247e58e6f9793b1e32170,1609916152.5637743,0.1200632235171419,3.0
061f6101fba045a491315d36f189cf7b,1609916447.9932756,0.122047685219016,4.7
06464b0d2e74418abc200edcc004d7c4,1609916280.7513082,0.1208758386571435,3.0
0724ded796cb4cad833c7e415a4c73e6,1609917184.0380583,0.12724054298261586,4.3
0775fea361fc4d32a81a246c95b988a4,1609916388.905741,0.12149569103501669,3.2
07d1d977361a4d89b8131b4f85647540,1609916937.6905754,0.12601398527806248,7.4
07f055999fd242e1b536b2410ce30c77,1609917371.303614,0.12895008422528695,14.5
08382f5a6aad4b549f24cf45b78102f4,1609916062.43493,0.11923259373259902,5.8
08cd6cf8014b4ccc9954c0411a88410c,1609916437.9771056,0.12212091141303096,5.8
08f9ebed33b842fbbb12df626047d45d,1609917014.8009229,0.1263289079530061,2.8
0934d12ecc77415b9470b60d27c3cf5a,1609916752.4306123,0.12462464372742284,9.6
099e4120526949e8b34a0d5da23cd70d,1609916915.658558,0.1261568741631739,27.0
09c217ebe4074e439c1263a6907e26ef,1609917316.2276947,0.12798176675350947,3.0
09edace740124af58e6c61f9b3248730,1609916815.517111,0.12516615969645747,2.9
09f250abf909448eb0eea3e611576cdb,1609915971.308386,0.11652390692694471,32.2
0a2e14d473c9457b804b31b8f2870396,1609916974.7427676,0.1260485740021354,11.7
0a8f6997a0ea4f44b7cc45c09d38d703,1609916236.690255,0.12028678404279164,4.5
0afcd9350e8d4d0684264636d23da753,1609917330.2476823,0.12804333195286768,4.4
0b59372013a24666845b33f309a0a5a0,1609916101.4892685,0.11970100481835635,5.3
0b99c3a6901142e296ae1842504eac4e,1609917335.2538245,0.12817603073601636,10.8
0ba44a9f05da4198b976f9769cfedf06,1609917039.8336782,0.12657911134941258,2.2
0ba4d1e6ad044497a00eff1d2cb3d8bd,1609916306.7855499,0.12096356148430784,6.6
0bb0443eb5724967adea5ecf9a7482f2,1609916266.7297754,0.12081580500584817,7.4
0bb1a28586e24137960c531d475ddd9f,1609916492.056551,0.12219500194605169,5.2
0bdf4c9b4c4541b2af3f38556a16f91d,1609916768.4537616,0.12456303303653803,3.4
0be1ef6195294a84ba1c4c7d4b3f4f33,1609917081.8948388,0.1265824625585402,3.7
0be73db9067d4baaab5a8eed58ecde63,1609916789.4810534,0.1248581214058756,2.9
0c01c49fd0514f9a84b9acffd2f92962,1609916557.1566362,0.12274779981368794,9.2
0cb2db8a33e0447d97e10858c7d54ec8,1609916008.358697,0.12004924245462754,12.4
0cbf6572e9e247429493099518ab06d7,1609916990.7644758,0.1263314858061812,2.8
0cc65d3d95f94573aa5364569435b231,1609917077.8891003,0.1265784441403555,6.1
0d33a08fe92348269cc25ac70652047d,1609915999.3455994,0.11851097680967833,7.2
0d5275466845415292d5eec93e6bbb5b,1609916778.4661965,0.12490133835616399,7.4
0d9182e6c4a04d62bc3c6c7b177deb9f,1609916833.5435545,0.12513266276902343,2.3
0db227be2708467ba031a3a6783e6792,1609917368.299702,0.12842762920590584,4.5
0dd6a122c0e24e3fabf072bb8808feee,1609916261.7231326,0.12235616326102187,15.6
0dff8c47e9ef4753b398eccd834f76c8,1609916679.3280127,0.12394675932542557,4.3
0e009585723247a38d62bc85c40f4c18,1609916413.9422011,0.1218402286937895,4.2
0e4701bb5f5643b584fd1fb58e0610a4,1609916371.8795989,0.12117758395320972,5.6
0e7ce98a88e445d4bf70b57ad94f714a,1609916283.754872,0.12090164751657889,3.0
0e87b3fd69a44992b7c53a23d983bc0f,1609917056.8575335,0.1265845854964491,4.3
0eaf5181b78e42fc934a42f2f119d75f,1609916227.6749833,0.12038598589850626,3.5
0eb26de120bc4aae9570e01e6c9bd381,1609916515.092628,0.12246576751249011,2.3
