action,cold,warm,create,rent,queue
markdown2html,21,3369,21,2,3367
float_operation,3,5,3,4,1
matmul,10,1422,10,0,1422
map_reduce,2,286,2,1,285
video,2,94,2,1,93
network,2,22,2,0,22
linpack,5,313,5,20,293
k-means,1,3,1,3,0
couchdb_test,0,2,0,2,0
image,1,0,1,0,0
disk,1,0,1,0,0
