id,action,time,zygote_time
1652349870.9144053_fmp_twitterddb,fmp_twitterddb,1652349870.914405,0.9442689418792725
1652349870.9183042_fmp_comparefaces,fmp_comparefaces,1652349870.918304,0.9428915977478027
1652349870.9221258_sc_add_to_cart,sc_add_to_cart,1652349870.9221253,5.812366485595703
1652349870.925882_sc_update_cart,sc_update_cart,1652349870.9258816,5.812341928482056
1652349870.9294982_sc_list_cart,sc_list_cart,1652349870.9294977,5.811623573303223
1652349870.9333181_sc_migrate_cart,sc_migrate_cart,1652349870.9333177,5.812597751617432
1652349870.9370577_sc_checkout_cart,sc_checkout_cart,1652349870.937057,5.812807321548462
1652349870.9408107_sc_delete_from_cart,sc_delete_from_cart,1652349870.94081,5.810421705245972
1652349870.9444783_tcp_download_podcast,tcp_download_podcast,1652349870.9444778,12.313476085662842
1652349870.9484751_tcp_check_transcribe,tcp_check_transcribe,1652349870.9484746,12.313842058181763
1652349870.9524639_tcp_process_podcast_rss,tcp_process_podcast_rss,1652349870.9524634,12.314734697341919
1652349870.9561625_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652349870.956162,12.313921451568604
1652350320.889391_cs_bot,cs_bot,1652350320.8893898,12.327361583709717
1652350320.894365_df_union,df_union,1652350320.8943646,11.015327453613281
1652350320.898741_eo_athenarunner,eo_athenarunner,1652350320.8987403,0.5466947555541992
1652350320.9029024_eo_gluerunner,eo_gluerunner,1652350320.9029016,0.5467085838317871
1652350320.9071774_eo_ons3objectcreated,eo_ons3objectcreated,1652350320.907177,0.5466957092285156
1652350320.9113564_fmp_twitter_streaming,fmp_twitter_streaming,1652350320.9113557,0.8615553379058838
1652350320.9153001_fmp_twitterddb,fmp_twitterddb,1652350320.9153,0.8581433296203613
1652350320.9193373_fmp_comparefaces,fmp_comparefaces,1652350320.9193366,0.8568854331970215
1652350320.9236507_sc_add_to_cart,sc_add_to_cart,1652350320.92365,6.558452367782593
1652350320.9274044_sc_update_cart,sc_update_cart,1652350320.9274037,6.559791088104248
1652350320.9311688_sc_list_cart,sc_list_cart,1652350320.9311683,6.558702707290649
1652350320.9350517_sc_migrate_cart,sc_migrate_cart,1652350320.9350512,6.5600669384002686
1652350320.9388726_sc_checkout_cart,sc_checkout_cart,1652350320.938872,6.558778762817383
1652350320.9425569_sc_delete_from_cart,sc_delete_from_cart,1652350320.9425561,6.561598777770996
1652350320.9462914_tcp_download_podcast,tcp_download_podcast,1652350320.946291,16.80397629737854
1652350320.9501526_tcp_check_transcribe,tcp_check_transcribe,1652350320.9501522,16.80325698852539
1652350320.954015_tcp_process_podcast_rss,tcp_process_podcast_rss,1652350320.9540145,16.80399441719055
1652350320.957912_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652350320.9579115,16.803292989730835
1652350770.889823_cs_bot,cs_bot,1652350770.8898222,15.912118196487427
1652350770.8946984_df_union,df_union,1652350770.8946977,14.128137826919556
1652350770.8992043_eo_athenarunner,eo_athenarunner,1652350770.8992035,0.5700399875640869
1652350770.9035578_eo_gluerunner,eo_gluerunner,1652350770.9035573,0.5697901248931885
1652350770.9080598_eo_ons3objectcreated,eo_ons3objectcreated,1652350770.9080594,0.5702991485595703
1652350770.9126325_fmp_twitter_streaming,fmp_twitter_streaming,1652350770.912632,0.8708174228668213
1652350770.917301_fmp_twitterddb,fmp_twitterddb,1652350770.9173002,0.8841814994812012
1652350770.922191_fmp_comparefaces,fmp_comparefaces,1652350770.9221904,0.8828830718994141
1652350770.926112_sc_add_to_cart,sc_add_to_cart,1652350770.9261115,6.6100099086761475
1652350770.930049_sc_update_cart,sc_update_cart,1652350770.9300485,6.610052108764648
1652350770.9340413_sc_list_cart,sc_list_cart,1652350770.9340408,6.610043525695801
1652350770.9382992_sc_migrate_cart,sc_migrate_cart,1652350770.9382985,6.610035419464111
1652350770.941924_sc_checkout_cart,sc_checkout_cart,1652350770.9419236,6.610064268112183
1652350770.946956_sc_delete_from_cart,sc_delete_from_cart,1652350770.9469554,6.61134147644043
1652350770.9509788_tcp_download_podcast,tcp_download_podcast,1652350770.9509783,14.018167734146118
1652350770.9547966_tcp_check_transcribe,tcp_check_transcribe,1652350770.954796,14.018147945404053
1652350770.9589803_tcp_process_podcast_rss,tcp_process_podcast_rss,1652350770.9589798,13.705434560775757
1652350770.9630802_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652350770.9630797,13.705058097839355
1652351220.890515_cs_bot,cs_bot,1652351220.8905141,15.667923927307129
1652351220.8957622_df_union,df_union,1652351220.8957613,15.921854496002197
1652351220.8999193_eo_athenarunner,eo_athenarunner,1652351220.8999186,0.5352249145507812
1652351220.90482_eo_gluerunner,eo_gluerunner,1652351220.904819,0.5350649356842041
1652351220.910308_eo_ons3objectcreated,eo_ons3objectcreated,1652351220.9103072,0.535149335861206
1652351220.9155867_fmp_twitter_streaming,fmp_twitter_streaming,1652351220.9155862,0.8584225177764893
1652351220.9198174_fmp_twitterddb,fmp_twitterddb,1652351220.919817,0.8559415340423584
1652351220.9248545_fmp_comparefaces,fmp_comparefaces,1652351220.9248538,0.8582770824432373
1652351220.928909_sc_add_to_cart,sc_add_to_cart,1652351220.9289086,5.429847955703735
1652351220.9326868_sc_update_cart,sc_update_cart,1652351220.9326863,5.436084508895874
1652351220.9368925_sc_list_cart,sc_list_cart,1652351220.9368918,5.4364519119262695
1652351220.9407103_sc_migrate_cart,sc_migrate_cart,1652351220.9407098,5.4363133907318115
1652351220.9445183_sc_checkout_cart,sc_checkout_cart,1652351220.9445179,5.436521768569946
1652351220.9483602_sc_delete_from_cart,sc_delete_from_cart,1652351220.9483597,5.452157258987427
1652351220.952067_tcp_download_podcast,tcp_download_podcast,1652351220.9520664,11.517287492752075
1652351220.9557302_tcp_check_transcribe,tcp_check_transcribe,1652351220.9557295,11.517084836959839
1652351220.9595187_tcp_process_podcast_rss,tcp_process_podcast_rss,1652351220.9595182,11.583924770355225
1652351220.963534_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652351220.9635336,11.584644794464111
1652351670.890766_cs_bot,cs_bot,1652351670.890765,13.201234579086304
1652351670.895774_df_union,df_union,1652351670.8957734,16.67976188659668
1652351670.900164_eo_athenarunner,eo_athenarunner,1652351670.9001634,0.5094962120056152
1652351670.9044404_eo_gluerunner,eo_gluerunner,1652351670.90444,0.5093388557434082
1652351670.9087331_eo_ons3objectcreated,eo_ons3objectcreated,1652351670.9087327,0.5093502998352051
1652351670.9134426_fmp_twitter_streaming,fmp_twitter_streaming,1652351670.9134421,1.0092968940734863
1652351670.9178553_fmp_twitterddb,fmp_twitterddb,1652351670.9178545,1.008807897567749
1652351670.9220645_fmp_comparefaces,fmp_comparefaces,1652351670.9220638,1.0100960731506348
1652351670.930637_sc_add_to_cart,sc_add_to_cart,1652351670.9306366,5.997919082641602
1652351670.9345906_sc_update_cart,sc_update_cart,1652351670.9345899,5.99796462059021
1652351670.938615_sc_list_cart,sc_list_cart,1652351670.9386146,5.997799396514893
1652351670.9422953_sc_migrate_cart,sc_migrate_cart,1652351670.9422948,5.997690916061401
1652351670.945987_sc_checkout_cart,sc_checkout_cart,1652351670.9459865,5.998859882354736
1652351670.9496784_sc_delete_from_cart,sc_delete_from_cart,1652351670.9496777,5.992798089981079
1652351670.9534335_tcp_download_podcast,tcp_download_podcast,1652351670.953433,16.83568286895752
1652351670.957329_tcp_check_transcribe,tcp_check_transcribe,1652351670.9573286,16.83453369140625
1652351670.9615855_tcp_process_podcast_rss,tcp_process_podcast_rss,1652351670.9615846,17.1427481174469
1652351670.9658763_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652351670.9658754,17.144050359725952
1652352120.8914294_cs_bot,cs_bot,1652352120.8914287,11.939820528030396
1652352120.8962731_df_union,df_union,1652352120.8962724,13.242684841156006
1652352120.9007034_eo_athenarunner,eo_athenarunner,1652352120.9007027,0.5092298984527588
1652352120.905666_eo_gluerunner,eo_gluerunner,1652352120.9056654,0.5091750621795654
1652352120.9104562_eo_ons3objectcreated,eo_ons3objectcreated,1652352120.910455,0.5088655948638916
1652352120.9149058_fmp_twitter_streaming,fmp_twitter_streaming,1652352120.9149053,1.0003504753112793
1652352120.9192715_fmp_twitterddb,fmp_twitterddb,1652352120.9192708,1.004978895187378
1652352120.9233828_fmp_comparefaces,fmp_comparefaces,1652352120.9233823,1.0034172534942627
1652352120.9272983_sc_add_to_cart,sc_add_to_cart,1652352120.9272978,6.544455528259277
1652352120.9358919_sc_update_cart,sc_update_cart,1652352120.9358914,6.544028043746948
1652352120.9398665_sc_list_cart,sc_list_cart,1652352120.939866,6.544226408004761
1652352120.9439895_sc_migrate_cart,sc_migrate_cart,1652352120.9439888,6.544326543807983
1652352120.9479928_sc_checkout_cart,sc_checkout_cart,1652352120.9479923,6.544501066207886
1652352120.9519906_sc_delete_from_cart,sc_delete_from_cart,1652352120.9519901,6.542068004608154
1652352120.9560611_tcp_download_podcast,tcp_download_podcast,1652352120.9560604,12.905860900878906
1652352120.9599035_tcp_check_transcribe,tcp_check_transcribe,1652352120.959903,12.906857252120972
1652352120.964684_tcp_process_podcast_rss,tcp_process_podcast_rss,1652352120.9646835,12.906851053237915
1652352120.9684153_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652352120.9684148,12.906209230422974
1652352570.8924277_cs_bot,cs_bot,1652352570.8924267,13.33655858039856
1652352570.897377_df_union,df_union,1652352570.8973763,14.537232398986816
1652352570.9017847_eo_athenarunner,eo_athenarunner,1652352570.9017842,0.5031092166900635
1652352570.9060843_eo_gluerunner,eo_gluerunner,1652352570.9060838,0.5034003257751465
1652352570.910585_eo_ons3objectcreated,eo_ons3objectcreated,1652352570.910584,0.5032775402069092
1652352570.9148715_fmp_twitter_streaming,fmp_twitter_streaming,1652352570.914871,0.9607672691345215
1652352570.9192178_fmp_twitterddb,fmp_twitterddb,1652352570.9192173,0.960928201675415
1652352570.9232278_fmp_comparefaces,fmp_comparefaces,1652352570.923227,0.9589757919311523
1652352570.9271455_sc_add_to_cart,sc_add_to_cart,1652352570.927145,6.659072637557983
1652352570.9311192_sc_update_cart,sc_update_cart,1652352570.9311185,6.657914400100708
1652352570.9361513_sc_list_cart,sc_list_cart,1652352570.9361508,6.6574695110321045
1652352570.940341_sc_migrate_cart,sc_migrate_cart,1652352570.9403405,6.65725302696228
1652352570.9443324_sc_checkout_cart,sc_checkout_cart,1652352570.9443314,6.657212734222412
1652352570.9482164_sc_delete_from_cart,sc_delete_from_cart,1652352570.9482155,6.781225204467773
1652352570.9519863_tcp_download_podcast,tcp_download_podcast,1652352570.9519858,15.005743265151978
1652352570.9558098_tcp_check_transcribe,tcp_check_transcribe,1652352570.9558094,15.003647804260254
1652352570.9594798_tcp_process_podcast_rss,tcp_process_podcast_rss,1652352570.9594793,15.004733085632324
1652352570.9633367_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652352570.9633362,15.004162311553955
1652353020.8944733_cs_bot,cs_bot,1652353020.8944726,13.034147262573242
1652353020.899717_df_union,df_union,1652353020.8997164,13.588427066802979
1652353020.9043128_eo_athenarunner,eo_athenarunner,1652353020.9043124,0.5010333061218262
1652353020.9085968_eo_gluerunner,eo_gluerunner,1652353020.9085963,0.5008413791656494
1652353020.9128144_eo_ons3objectcreated,eo_ons3objectcreated,1652353020.912814,0.5009214878082275
1652353020.9169543_fmp_twitter_streaming,fmp_twitter_streaming,1652353020.9169538,0.8720097541809082
1652353020.9209197_fmp_twitterddb,fmp_twitterddb,1652353020.920919,0.8756616115570068
1652353020.9250028_fmp_comparefaces,fmp_comparefaces,1652353020.9250026,0.8744206428527832
1652353020.928795_sc_add_to_cart,sc_add_to_cart,1652353020.9287946,6.486768960952759
1652353020.9324903_sc_update_cart,sc_update_cart,1652353020.9324896,6.486641883850098
1652353020.9361663_sc_list_cart,sc_list_cart,1652353020.9361658,6.486176252365112
1652353020.9400287_sc_migrate_cart,sc_migrate_cart,1652353020.9400282,6.486695766448975
1652353020.943934_sc_checkout_cart,sc_checkout_cart,1652353020.9439335,6.487140893936157
1652353020.9479423_sc_delete_from_cart,sc_delete_from_cart,1652353020.9479415,6.488237380981445
1652353020.951876_tcp_download_podcast,tcp_download_podcast,1652353020.9518752,14.5786292552948
1652353020.9561665_tcp_check_transcribe,tcp_check_transcribe,1652353020.9561658,14.57908821105957
1652353020.9604254_tcp_process_podcast_rss,tcp_process_podcast_rss,1652353020.9604247,14.579784393310547
1652353020.9644837_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652353020.964483,14.579522371292114
1652353470.894828_cs_bot,cs_bot,1652353470.8948274,12.942028760910034
1652353470.8997493_df_union,df_union,1652353470.8997486,13.01046633720398
1652353470.9043283_eo_athenarunner,eo_athenarunner,1652353470.9043276,0.5048015117645264
1652353470.9087434_eo_gluerunner,eo_gluerunner,1652353470.908743,0.504788875579834
1652353470.9131913_eo_ons3objectcreated,eo_ons3objectcreated,1652353470.9131908,0.504802942276001
1652353470.9175413_fmp_twitter_streaming,fmp_twitter_streaming,1652353470.9175408,0.971529483795166
1652353470.9222438_fmp_twitterddb,fmp_twitterddb,1652353470.9222434,0.973456859588623
1652353470.9272714_fmp_comparefaces,fmp_comparefaces,1652353470.9272707,0.9730181694030762
1652353470.9314096_sc_add_to_cart,sc_add_to_cart,1652353470.9314091,7.59771203994751
1652353470.9356482_sc_update_cart,sc_update_cart,1652353470.9356475,7.59485650062561
1652353470.9397118_sc_list_cart,sc_list_cart,1652353470.9397113,7.595515966415405
1652353470.9439964_sc_migrate_cart,sc_migrate_cart,1652353470.9439957,7.5962841510772705
1652353470.9478352_sc_checkout_cart,sc_checkout_cart,1652353470.9478347,7.595663070678711
1652353470.9517386_sc_delete_from_cart,sc_delete_from_cart,1652353470.951738,7.597427845001221
1652353470.9563947_tcp_download_podcast,tcp_download_podcast,1652353470.9563942,10.494707107543945
1652353470.961927_tcp_check_transcribe,tcp_check_transcribe,1652353470.9619262,10.493836402893066
1652353470.9661286_tcp_process_podcast_rss,tcp_process_podcast_rss,1652353470.966128,10.494205951690674
1652353470.970801_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652353470.9708009,10.494488954544067
1652353920.8951154_cs_bot,cs_bot,1652353920.8951144,12.375768423080444
1652353920.9002316_df_union,df_union,1652353920.900231,15.48789358139038
1652353920.9045973_eo_athenarunner,eo_athenarunner,1652353920.9045966,0.5016341209411621
1652353920.908923_eo_gluerunner,eo_gluerunner,1652353920.9089222,0.5014791488647461
1652353920.9133303_eo_ons3objectcreated,eo_ons3objectcreated,1652353920.9133298,0.501396894454956
1652353920.9173625_fmp_twitter_streaming,fmp_twitter_streaming,1652353920.9173622,0.8927481174468994
1652353920.9217267_fmp_twitterddb,fmp_twitterddb,1652353920.9217262,0.9064149856567383
1652353920.925876_fmp_comparefaces,fmp_comparefaces,1652353920.9258754,0.9045364856719971
1652353920.929718_t_payment_method,t_payment_method,1652353920.9297175,31.544022798538208
1652353920.9333918_t_ddb_encrypt_item,t_ddb_encrypt_item,1652353920.9333916,31.542189359664917
1652353920.9371169_sc_add_to_cart,sc_add_to_cart,1652353920.9371164,6.8567421436309814
1652353920.941004_sc_update_cart,sc_update_cart,1652353920.9410033,6.856826543807983
1652353920.94504_sc_list_cart,sc_list_cart,1652353920.9450393,6.856818675994873
1652353920.948898_sc_migrate_cart,sc_migrate_cart,1652353920.9488976,6.856815338134766
1652353920.952673_sc_checkout_cart,sc_checkout_cart,1652353920.9526725,6.856821060180664
1652353920.9564488_sc_delete_from_cart,sc_delete_from_cart,1652353920.9564483,6.85610818862915
1652353920.960188_tcp_download_podcast,tcp_download_podcast,1652353920.9601874,12.753254890441895
1652353920.9640195_tcp_check_transcribe,tcp_check_transcribe,1652353920.964019,12.752757549285889
1652353920.9678805_tcp_process_podcast_rss,tcp_process_podcast_rss,1652353920.96788,12.755845069885254
1652353920.9722874_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652353920.972287,12.754074096679688
1652354370.8960588_cs_bot,cs_bot,1652354370.896058,14.020725965499878
1652354370.9011853_df_union,df_union,1652354370.9011848,11.721060752868652
1652354370.9055314_eo_athenarunner,eo_athenarunner,1652354370.905531,0.5253775119781494
1652354370.909829_eo_gluerunner,eo_gluerunner,1652354370.9098284,0.5266304016113281
1652354370.914044_eo_ons3objectcreated,eo_ons3objectcreated,1652354370.9140434,0.5260200500488281
1652354370.9182181_fmp_twitter_streaming,fmp_twitter_streaming,1652354370.9182177,0.9198355674743652
1652354370.9223597_fmp_twitterddb,fmp_twitterddb,1652354370.9223592,0.9195277690887451
1652354370.9266026_fmp_comparefaces,fmp_comparefaces,1652354370.926602,0.919780969619751
1652354370.9306064_sc_add_to_cart,sc_add_to_cart,1652354370.9306056,5.779045820236206
1652354370.9343376_sc_update_cart,sc_update_cart,1652354370.9343371,5.779163360595703
1652354370.9381201_sc_list_cart,sc_list_cart,1652354370.9381196,5.778699159622192
1652354370.941888_sc_migrate_cart,sc_migrate_cart,1652354370.9418871,5.779057264328003
1652354370.9458375_sc_checkout_cart,sc_checkout_cart,1652354370.945837,5.779598951339722
1652354370.949659_sc_delete_from_cart,sc_delete_from_cart,1652354370.9496584,5.779393434524536
1652354370.9534085_tcp_download_podcast,tcp_download_podcast,1652354370.953408,12.039726257324219
1652354370.9571993_tcp_check_transcribe,tcp_check_transcribe,1652354370.9571989,12.037128686904907
1652354370.9610891_tcp_process_podcast_rss,tcp_process_podcast_rss,1652354370.9610884,12.039271593093872
1652354370.9648023_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652354370.9648015,12.036471843719482
1652354820.8961897_cs_bot,cs_bot,1652354820.8961892,14.905987024307251
1652354820.9023566_df_union,df_union,1652354820.902356,13.818106174468994
1652354820.906537_eo_athenarunner,eo_athenarunner,1652354820.9065363,0.5414776802062988
1652354820.9114115_eo_gluerunner,eo_gluerunner,1652354820.911411,0.5414876937866211
1652354820.9156313_eo_ons3objectcreated,eo_ons3objectcreated,1652354820.9156308,0.5414836406707764
1652354820.9198449_fmp_twitter_streaming,fmp_twitter_streaming,1652354820.9198444,0.8987162113189697
1652354820.9240534_fmp_twitterddb,fmp_twitterddb,1652354820.924053,0.9016022682189941
1652354820.928714_fmp_comparefaces,fmp_comparefaces,1652354820.9287136,0.9020652770996094
1652354820.9329972_sc_add_to_cart,sc_add_to_cart,1652354820.9329963,6.439114570617676
1652354820.9369807_sc_update_cart,sc_update_cart,1652354820.9369802,6.441006183624268
1652354820.940843_sc_list_cart,sc_list_cart,1652354820.9408429,6.440622568130493
1652354820.9444284_sc_migrate_cart,sc_migrate_cart,1652354820.944428,6.4390833377838135
1652354820.9481344_sc_checkout_cart,sc_checkout_cart,1652354820.948134,6.440818548202515
1652354820.9521132_sc_delete_from_cart,sc_delete_from_cart,1652354820.9521124,6.442366123199463
1652354820.9559247_tcp_download_podcast,tcp_download_podcast,1652354820.955924,16.612885236740112
1652354820.9596987_tcp_check_transcribe,tcp_check_transcribe,1652354820.9596982,16.61020040512085
1652354820.9634585_tcp_process_podcast_rss,tcp_process_podcast_rss,1652354820.963458,16.610992193222046
1652354820.9674842_tcp_upload_to_elasticsearch,tcp_upload_to_elasticsearch,1652354820.9674833,16.61012101173401
