action,cold,warm,create,rent,queue
matmul,31,36829,31,0,36829
linpack,24,0,24,0,0
couchdb_test,11,1429,11,0,1429
k-means,45,180,45,0,180
markdown2html,18,100,18,0,100
network,11,347,11,0,347
video,1,0,1,0,0
float_operation,1,0,1,0,0
disk,6,5,6,0,5
image,1,0,1,0,0
map_reduce,2,1,2,0,1
