action,cold,warm,create,rent,queue
markdown2html,2,478,2,0,478
map_reduce,4,41,4,0,41
video,12,257,12,0,257
image,24,7366,24,13,7353
couchdb_test,30,39,30,0,39
disk,0,1,0,1,0
matmul,7,13,7,0,13
k-means,4,0,4,0,0
linpack,0,1,0,1,0
network,0,916,0,19,897
float_operation,0,2,0,2,0
