id,time,exec,lender,renter
00050cd909d74a03b615a817b99c2386,1609873151.492999,0,0,0
0005f4506463482384ab6b00f7d5b052,1609872977.8730743,0,5,0
000b106399f54894809e3a4cbc557327,1609873474.18125,0,5,0
000c00227d2e4cfe9db3845909e73c96,1609872572.9223595,0,0,0
000c8f2f2ab24fa6aa19be319d527c31,1609872797.1069374,0,0,0
000e55879fea4b7196ddd1fa5af94a4a,1609873097.4886708,0,0,0
00124640383d4ca69dad810264e3ee31,1609872358.9451098,0,0,0
00128d9420af427da4cb9e875d28c5ab,1609872569.0823085,0,0,0
00172e31ebb74bab844f820448cb4641,1609873632.4937575,0,0,0
001d605f14d94b479972f0da7e98d204,1609872958.975168,0,0,1
001e14a5071c43598368c4d34658bd0c,1609872824.0513492,0,1,0
001e6695c09a402d895d4bf8b2faaa73,1609873185.1084332,0,0,1
00284a0415fd4d788028f4fdaa0816ff,1609872419.6783617,1,0,0
00288779360d4f55a1f0b01ece00c7e7,1609872434.991263,0,0,0
002a281b0767489290aac833aa04c876,1609873482.186857,0,5,0
002ae994190146938ccdaf499d1dcbcc,1609873446.1647158,0,5,0
00356f41166e412996223cda95bb15be,1609873650.5814798,0,1,0
0037e03c05fa4e3e9cff5e2f66ec0e95,1609873594.233537,0,0,0
00391d7ed2c6458f9867cd578f698e74,1609873511.581743,0,0,0
003bb03d8fe8476592058af00342742f,1609872806.1942086,0,0,0
003f669290c24eb0a4359208c6174a9f,1609873122.5008562,0,0,0
00401b1f8a334ce29da70da0cad37fce,1609872546.8959599,0,0,0
00449f48c1324c5bb6698cdd5c4867b1,1609873000.4899452,0,0,1
0047460918ff4565a48d344c9c481d77,1609872978.2708673,0,0,0
0048c3df09c845d3ba4c77086a7b09e0,1609873572.4488633,0,0,0
0049b482b13745848390c97de5b1bff7,1609873451.680623,0,0,0
004dadbb72c3479ea0d8d18e40ef8e98,1609872706.1079319,0,0,0
00518f9b1c0345e88fd23cf7cd6ec71a,1609872346.5281048,0,1,0
0053c00e1c404326a0ca24c1fc15c642,1609873723.3105206,0,0,1
005784878d9a4767aab36ee90fd4cc8f,1609872788.8882957,1,0,0
005af26e26ee4c24a04b03eb5a4b627a,1609872960.0197842,0,0,1
005c269c052e4508824428300aa127ce,1609873213.538299,0,0,0
0066e3b2f3734b97999b1d340e8392fc,1609873198.281726,0,0,0
00707316cfce4bccae03161b99b95050,1609872380.8829293,0,0,0
0072a304d90241d8a3f4a5d85e84fec0,1609872507.695451,1,0,0
007dc1dd499f4b719bd557da0712879f,1609872428.6424842,1,0,0
0081617d64054e91916dd9c0b55e1526,1609873271.6904345,0,0,0
008be40853154502b30b39722bfdc5d7,1609873540.3632095,0,0,1
008ce1d3abaf490ab3a9276b4debcbf0,1609872411.1141255,0,0,1
00962117ce4d48359d59ed2112fda7a5,1609873701.3112235,0,5,0
009993cf259e4b50a901fad3ef5fdb0b,1609872474.850077,0,0,0
009b9bba28674c12b60f8ec00981065a,1609872486.7580616,1,0,0
00ab8258b46a4d798080d7e1f97cf25d,1609873216.5713246,0,0,0
00aea863007447db8ee88676149f9c2e,1609872743.7822049,1,0,0
00c041fb389746f596ff7217a09c7656,1609873041.8851023,1,0,0
00c4b77b5a0a49acb1c23e5b15fc8e22,1609873709.4496667,0,0,1
00c99b0109344e8f97a5e6b98d96f369,1609872767.8418772,1,0,0
00cf08da548a4da6a30099905e9cd7d6,1609872334.119888,5,0,0
00d9ff9aff2b4c53a3079be1a8e546f3,1609873473.392427,0,0,0
00dcc626ccc34cf08f7afc01d734373c,1609873403.7315881,0,0,0
00e64eaa040d4c4a905149df56cabbd1,1609873373.301302,0,0,0
00e734147fa6482b92076358511cd8f2,1609873598.666466,0,0,0
00eee1db53bf4c13a4ce1a55e786197d,1609872355.6913388,1,0,0
00f014f68def4647bf6e77a6526e0f4c,1609872853.8971531,0,1,1
00f03b9ffb784a65aa198bbc6809bc80,1609872941.23867,0,0,0
00f072914876422495348b76cd717643,1609873649.3941128,0,0,1
00f24ad46ab04a83ab3214a7c721ac2e,1609872484.94031,1,0,0
00f46ec051804bebaecf0dff539e32b5,1609872586.7911623,1,0,0
00f4baabbf65487b9c969fea7decf26c,1609873727.9607496,0,0,0
00f6ad771c764265b169b487367cff9f,1609873271.89182,0,0,0
00f882bd77224d79bf006f15d446ec11,1609872637.7685282,1,0,0
0101e47e71e8411eb53fc590677367f1,1609873028.331237,0,2,0
0105e82aa413458a8cc0a0b5d0df35f9,1609873534.6898384,0,0,0
010bb8bf289341fd819ccb06c142691a,1609872300.0555804,11,0,0
01100a6e7a0645af9fa1c31335dc01cc,1609872757.2413442,0,0,0
011ae2e5530f4dfc8c9d961e8076b7ea,1609872912.928561,1,0,0
011e48d568ce4f849323a84eaee340c4,1609872641.8568199,0,0,0
011f1ad695624bad92d4924ba7ba6d03,1609873572.6162415,0,0,0
01255e240ffd4c6e9549ac064fb4ad3c,1609873639.4564044,0,0,0
0126bfdd5341417680e62d8d11950e06,1609873098.2662826,0,0,0
012ee4de0a224271a826f07390314eaa,1609873196.0727644,1,0,0
01345a2f5dbb4c4bb6f2124d760c7824,1609873430.3056886,0,0,1
0139508583154c55a0cec9fcc5ffaa04,1609872483.8432543,0,0,0
013c38bba460450eb1862facd5db698c,1609873412.3207428,0,0,0
01432f871b0a4b76a56e5ec8cf4ee4dc,1609872521.8478713,0,1,0
0143c37926e14f69bd509f2f364a82aa,1609873137.9856186,0,5,0
0144143f18e844cb8cd9ff28693fb58c,1609872807.093605,0,0,0
0149ee730a964c728ffbd0956769e670,1609872604.140597,0,0,0
014a7be9775d485fa34fce04c4a1bb4b,1609872568.1967013,0,0,0
014bf5ab9098414b89f69ac6f7b708ae,1609872409.5594726,0,1,0
014cdf8ef7d34d66b1d127239179de97,1609873221.5549095,0,0,0
01550a00c2304c50b9008fb0db64ceb0,1609872710.0618298,0,0,0
015541ec42764c8995564145a347decd,1609872328.4893196,11,0,0
015714b9c74d4956be8aaafba86572e1,1609873096.0920684,0,0,1
015e8a9b625445919c311d38477888d8,1609873084.9533627,0,5,0
01606714730546ea8dbcea1aac9b516c,1609873687.6198835,0,0,0
016203116dac40e3ad0f34f4df08edc4,1609872796.9897282,1,0,0
0172038a9ecb4c3288bdd10538186e0c,1609873618.5968494,0,0,0
0177e5afbbeb45fc877540121dc5fab3,1609873286.0686405,0,5,0
017912df72774e8a932f4c7e7c056e24,1609872350.0351377,0,1,0
017d6327a5f64d729178dd1ed43a1ba5,1609872894.818794,0,5,0
017fa8e7f68f408394b10e219327d055,1609873244.4494133,0,1,0
01801ac17b5549c780c6774da983f7d4,1609872842.6328018,0,0,0
