action,openwhisk,pagurus,pagurus/openwhisk
1,0.9628336429595948,0.4380576610565186,0.45496713192322635
2,1.2647240161895752,1.252818584442139,0.9905865377781743
3,2.454204559326172,2.955771207809448,1.2043703515166586
4,1.0989828109741209,,
5,0.7555582523345947,0.8142342567443848,1.077659140415034
6,2.5266833305358887,2.542684316635132,1.006332802336512
7,1.895701885223389,1.8238518238067627,0.962098438590644
8,2.2898080348968506,2.2705326080322266,0.9915820773746685
9,0.8787317276000977,,
10,0.18222332000732425,0.2136673927307129,1.1725578961140912
11,,,
12,1.5347275733947754,1.5531203746795654,1.0119844079194495
13,1.5637898445129397,1.5707826614379885,1.0044717114320607
14,2.9558889865875244,2.5850977897644043,0.8745584835879827
15,0.960867166519165,,
16,1.4511821269989014,,
17,,,
18,0.4202165603637695,0.20469117164611805,0.4871087695090425
19,,,
20,5.246597051620483,5.4631686210632315,1.0412784834268638
21,1.4107255935668943,,
22,0.8086678981781006,,
23,,,
24,,0.8879690170288086,
25,3.207696914672852,3.1760642528533936,0.9901385128767115
26,0.8581168651580809,,
27,0.8117241859436035,0.7376048564910891,0.908689021793341
28,,,
29,0.7993392944335938,,
30,4.0873966217041025,4.096260070800781,1.0021684827573654
31,0.5680081844329834,0.4077932834625244,0.7179355767023072
32,,,
33,1.5050001144409182,,
34,,,
35,5.238375902175903,,
36,4.0400145053863525,4.233548164367677,1.0479041990377251
37,,,
38,,1.0813484191894531,
39,,,
40,,,
41,,,
42,,,
43,,,
44,,,
45,,,
46,,,
47,,,
48,,,
49,,1.4653637409210205,
50,,,
51,,,
52,,,
53,0.7930293083190918,,
54,1.4004263877868652,,
55,,,
56,0.8824074268341064,,
57,1.6883621215820312,1.4397954940795898,0.8527764723425985
58,,,
59,0.8399338722229004,,
60,,,
61,,,
62,,,
63,,,
64,,,
65,0.6920151710510255,,
66,1.3462867736816406,,
67,,,
68,,,
69,2.0922594070434566,2.0377650260925293,0.9739542903869972
70,,,
71,,,
72,,,
73,,,
74,,,
75,,,
76,,,
77,,,
78,,,
79,,,
80,1.333672285079956,0.8348059654235841,0.6259453501154041
81,0.8541219234466553,,
82,0.7476506233215332,0.7652730941772461,1.023570462333627
83,,,
84,2.9430007934570312,,
85,,,
86,0.8449990749359131,,
87,,,
88,0.7707593441009521,0.7706050872802734,0.9997998638331674
89,2.583002805709839,2.4844877719879155,0.9618602684038315
90,,,
91,,,
92,3.479289293289185,3.8783154487609863,1.114686110247124
93,,,
94,3.325398445129395,3.287915229797364,0.988728203266309
95,,,
96,,,
97,,2.499349355697632,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,5.521218776702881,5.353567600250244,0.9696351144134967
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,0.7425336837768555,,
129,2.1497330665588383,1.7244560718536377,0.8021721853188228
130,,,
131,1.7170166969299316,1.380453109741211,0.8039835094262596
132,0.7419583797454834,,
133,0.5118768215179443,0.3746511936187744,0.7319166992319863
134,1.4252958297729492,1.6869831085205078,1.183602079849799
135,1.2209804058074951,1.0876760482788086,0.8908218699541491
136,,,
137,0.8708117008209229,0.8119564056396484,0.9324132931082679
138,,,
139,,,
140,,,
141,1.4845342636108398,1.219377040863037,0.821386929727806
142,1.2783799171447754,1.4390640258789062,1.1256935489826954
143,1.1369290351867676,1.1101787090301514,0.9764714196500208
144,,,
145,3.854433774948121,3.8933730125427246,1.0101024533999492
146,,,
147,,,
148,,,
149,,,
150,,,
151,,,
152,1.5658221244812012,,
153,4.172221660614014,4.332091808319092,1.038317750280207
154,1.2704036235809326,1.2127821445465088,0.9546431716937298
155,1.2226531505584717,1.6166341304779053,1.3222344617845827
156,,,
157,1.302750825881958,1.388441801071167,1.0657769494263774
158,1.9685697555541992,1.4360742568969729,0.7295013310273497
159,0.8031563758850098,,
160,1.7854695320129397,1.6211743354797363,0.9079820777742553
161,1.101475715637207,,
162,1.0732345581054688,1.2089567184448242,1.126460855471277
163,0.8371703624725342,1.0391652584075928,1.2412829036834012
164,0.7376382350921631,0.7026240825653076,0.9525320802785112
165,2.5487539768218994,3.085630893707275,1.2106428952216173
166,1.521472454071045,1.442530393600464,0.9481146962211814
167,1.6397664546966553,1.6151287555694582,0.9849748730640091
168,2.0765161514282227,2.0265040397644043,0.9759153755537032
169,1.799445629119873,1.7915008068084717,0.9955848500322362
170,3.015706777572632,3.478286027908325,1.1533899959292553
171,3.695714473724365,3.811822414398194,1.0314169131569357
172,0.9986259937286376,0.9684088230133056,0.9697412535773197
173,0.9093837738037108,1.2770555019378662,1.4043086524364539
174,0.9942328929901124,1.0768566131591797,1.083102983970466
175,1.0129311084747314,1.0338363647460938,1.0206383791518077
176,0.959768295288086,,
177,1.996553421020508,,
178,2.05872654914856,2.213366746902466,1.0751144914402844
179,0.7413659095764159,0.8766202926635742,1.182439442305132
180,0.8383183479309082,0.9885485172271729,1.179204200489056
181,1.0976099967956543,,
182,1.4451777935028076,1.4197192192077637,0.9823837769930455
183,1.438645601272583,1.4135243892669678,0.9825382901922518
184,1.1898772716522217,1.22015118598938,1.0254428881519193
185,0.7484593391418457,0.8519508838653564,1.138272768220342
186,1.0523450374603271,0.9987354278564452,0.9490570034584279
187,1.2770090103149414,1.3262922763824463,1.0385927316639296
188,3.0216372013092037,3.5051937103271484,1.1600312932368027
189,4.745991468429565,4.732284784317017,0.997111945058535
190,2.243470907211304,2.359182119369507,1.0515768721521042
191,1.33954119682312,1.3257496356964111,0.9897042650428243
192,4.725879907608032,4.480909585952759,0.948164082362545
193,1.3177614212036133,0.975550413131714,0.7403088278610164
194,1.1409568786621094,0.7238819599151611,0.6344516374396095
195,1.5323684215545654,1.4956407546997068,0.9760320910179036
196,5.01877474784851,,
197,1.9237565994262693,2.3073153495788574,1.1993800828373915
198,0.9219284057617188,,
199,1.6518330574035645,1.88637924194336,1.1419914582097463
200,1.1132974624633791,0.9110951423645021,0.8183752977829784
201,2.5978918075561523,,
202,6.0197181701660165,5.504871129989624,0.9144732318652397
203,3.054386138916016,3.0452306270599365,0.9970025034688873
204,0.9601335525512696,1.061293363571167,1.1053601457329505
205,2.0328607559204097,,
206,0.8546335697174072,,
207,1.6045761108398438,1.538982629776001,0.959120991132349
208,2.7054946422576904,2.678064346313477,0.9898612639937356
209,4.076146125793457,4.035039186477661,0.9899152439468067
210,1.5653605461120603,1.5872280597686768,1.0139696338399031
211,2.1509594917297363,2.1607232093811035,1.004539238274318
212,2.2052218914031982,2.5446150302886963,1.1539043033304643
213,2.907435417175293,2.9470043182373047,1.0136095546020605
214,1.8421525955200195,1.7980401515960691,0.9760538600161416
215,1.2130098342895508,1.0959222316741943,0.9034734927075562
216,2.4426443576812744,2.486313819885254,1.0178779452959061
217,5.1866400241851816,5.1481807231903085,0.9925849295853311
218,2.66101622581482,3.4757943153381348,1.3061905754722802
219,0.8231575489044191,0.8272507190704346,1.0049725233905262
220,1.355355978012085,1.4833924770355225,1.0944670633402378
221,1.1312835216522217,1.1902577877044678,1.052130403142543
222,2.0954995155334477,2.038839817047119,0.9729612447694101
223,2.1912858486175537,2.247692108154297,1.0257411690822213
224,4.08539628982544,4.249604463577271,1.0401939400984885
225,1.0670590400695799,1.3571858406066897,1.27189385932965
226,1.3223276138305664,1.0352122783660889,0.7828712548528337
227,2.8496413230896,2.8704097270965576,1.0072880765163947
228,1.0796275138854978,0.7337813377380371,0.6796615761460297
229,3.0881116390228267,3.0769762992858887,0.9963941265606376
230,2.099018096923828,2.56141996383667,1.220294368872048
231,0.939478874206543,,
232,0.8949451446533203,0.9749827384948729,1.0894329605783348
233,3.1284823417663574,3.752610921859741,1.199498834230593
234,1.1292860507965088,,
235,0.6562740802764893,0.6751601696014404,1.028777746817297
236,1.0758605003356934,0.8306119441986084,0.7720442789185384
237,0.9275095462799072,0.8911442756652832,0.9607925646043436
238,0.9188871383666992,,
239,1.502148151397705,,
240,2.032532215118408,2.0400340557098393,1.0036908839799097
241,0.942213773727417,0.991891384124756,1.052724351715655
242,1.1679608821868896,1.319096326828003,1.1294011186043553
243,0.8104627132415771,0.8105478286743164,1.0001050207879383
244,3.4179344177246094,3.5591390132904053,1.0413128452183114
245,2.837684631347656,2.9591338634490967,1.0427987066497106
246,4.3377046585083,4.123504161834717,0.9506189301631143
247,1.3109827041625977,1.3755652904510498,1.049262729464997
