action,cold,warm,create,rent,queue
network,10,273,10,0,273
map_reduce,3,687,3,14,673
matmul,3,279,3,2,277
k-means,46,9332,46,10,9322
float_operation,4,90,4,0,90
markdown2html,1,24,1,8,16
image,3,11,3,9,2
video,0,1,0,1,0
linpack,1,0,1,0,0
disk,1,0,1,0,0
couchdb_test,0,5,0,4,1
