action,cold,warm,create,rent,queue
map_reduce,33,6360,33,0,6360
disk,1,0,1,0,0
markdown2html,5,283,5,0,283
couchdb_test,29,43,29,0,43
k-means,18,1421,18,0,1421
float_operation,1,0,1,0,0
matmul,2,0,2,0,0
image,62,151,62,0,151
linpack,1,0,1,0,0
network,11,19,11,0,19
video,2,4,2,0,4
