action,cold,warm,create,rent,queue
network,19,3418,19,6,3412
matmul,2,23,2,2,21
image,4,356,4,0,356
map_reduce,3,285,3,0,285
couchdb_test,7,137,7,0,137
linpack,11,1429,11,2,1427
video,1,11,1,4,7
k-means,3,1,3,1,0
float_operation,0,1,0,1,0
markdown2html,0,1,0,1,0
disk,0,1,0,1,0
