action,openwhisk,pagurus,prewarm,sock,pagurus/openwhisk,prewarm/openwhisk,sock/openwhisk
cs_bot,,0.46385312080383295,,,,,
ep_users_sign_up,,,,,,,
ep_products_table_update,,,,,,,
ep_orders_create_order,1.0799599885940552,,,,,,
ep_products_validate,0.9733622074127196,,,,,,
ep_delivery_on_package_created,,,,,,,
ep_payment_validate,1.191037654876709,,,,,,
ep_warehouse_on_order_events,1.1591637134552002,,,,,,
ep_warehouse_table_update,1.012955904006958,,,,,,
ep_payment_cancel_payment,,,,,,,
ep_delivery_table_requests,1.0443369150161743,,,,,,
ep_payment_process_payment,1.0606107711791992,,,,,,
ep_orders_on_event,1.0881719589233398,,,,,,
ep_orders_table_update,1.0069997310638428,,,,,,
ep_payment_update_payment,0.91247820854187,,,,,,
df_union,0.5606327056884766,0.4961040019989014,0.651339054107666,0.4369428753852844,0.8849002153552001,1.161792823534615,0.7793745726066825
eo_athenarunner,0.651108980178833,0.09898006916046143,0.08236455917358397,0.08332180976867676,0.15201766858333862,0.12649888372137302,0.12796906862779203
eo_gluerunner,0.6730949401855468,0.4864400029182434,0.479994535446167,0.4784182707468669,0.7226915162728014,0.7131156495008723,0.7107738332054391
eo_ons3objectcreated,,,,0.2715644836425781,,,
fmp_twitter_streaming,0.4480386972427368,0.30358107884724933,0.4087355136871338,0.86245125,0.6775778090497756,0.9122772568586649,1.9249481245874265
fmp_twitterddb,,,0.09707283973693848,,,,
fmp_comparefaces,,,0.08313703536987305,,,,
fp_notification,0.9262128671010336,0.5551397005716959,0.7277511755625407,0.7058701777473347,0.5993651354782356,0.7857277753442782,0.7621036187465713
fp_conversion,0.9631637334823608,0.27057790756225586,0.8487840096155802,0.7481014036223144,0.2809261791699419,0.8812458153368838,0.7767125958091474
fp_sentiment,1.0250125328699748,0.5615187883377075,0.8468237717946371,1.0840288682993162,0.5478165098776773,0.8261594318496578,1.0575762086187366
t_payment_method,0.9801336288452148,0.5633944034576416,0.32453007698059083,0.32978668212890627,0.5748138691266294,0.3311079912266141,0.3364711427333211
t_ddb_encrypt_item,0.8747515201568603,0.286254358291626,0.857204008102417,0.5041579723358154,0.3272407668869154,0.9799400039324349,0.5763442082906125
sc_add_to_cart,,,0.3501131534576416,1.3499378363291423,,,
sc_update_cart,1.1056081056594849,0.4919612407684326,0.774398406346639,0.4787253141403198,0.44496891642720215,0.7004275768082558,0.4329972905315891
sc_list_cart,,,0.9508101940155028,0.5672082901000977,,,
sc_migrate_cart,,0.3958480358123779,1.313031792640686,0.38440126180648804,,,
sc_checkout_cart,,,0.7745466232299805,1.221116065979004,,,
sc_delete_from_cart,,,1.0184972286224365,1.0858525037765503,,,
tcp_download_podcast,0.3074798583984375,0.31956279277801514,0.289047638575236,0.4080933928489685,1.0392966695201231,0.9400538951747639,1.327219919296809
tcp_check_transcribe,0.5915091471238569,0.5071462392807007,0.5665567318598429,0.49607274532318113,0.8573768330492252,0.9578156730367701,0.8386560845851261
tcp_process_podcast_rss,0.4733064413070679,0.4346821043226454,0.4795908033847809,0.5148908224972811,0.9183946517233977,1.0132775756449846,1.0878593181097962
tcp_upload_to_elasticsearch,0.3845881462097168,0.30009013414382935,0.3829833984375,0.46034538745880127,0.7802896087707016,0.9958273602864979,1.1969827775393105
cer_lambda,0.8446575999259949,0.39696674346923827,0.7349151770273844,0.7634269652094421,0.46997356503276444,0.8700746634988833,0.9038301026076485
