action,openwhisk,pagurus,prewarm,sock,pagurus/openwhisk,prewarm/openwhisk,sock/openwhisk
cs_bot,0.6236443519592285,0.05137228965759277,0.44608245577131,0.13944562276204428,0.08237433642460262,0.7152834053093022,0.22359798869975286
ep_users_sign_up,,,,,,,
ep_products_table_update,,,,0.012871265411376951,,,
ep_orders_create_order,,,0.008690357208251953,0.008765935897827148,,,
ep_products_validate,,,,,,,
ep_delivery_on_package_created,,,,0.16376924514770508,,,
ep_payment_validate,,,0.5182838439941406,,,,
ep_warehouse_on_order_events,,,0.009738683700561523,,,,
ep_warehouse_table_update,,,,0.012454509735107422,,,
ep_payment_cancel_payment,,,,,,,
ep_delivery_table_requests,,,0.009308338165283205,,,,
ep_payment_process_payment,,,,,,,
ep_orders_on_event,,0.02025651931762696,,,,,
ep_orders_table_update,,,0.009911298751831056,0.011269807815551758,,,
ep_payment_update_payment,,,,0.009293556213378906,,,
df_union,0.7418467998504639,0.17548072338104248,0.9195269346237185,0.6182010173797607,0.236545771197523,1.2395105496297485,0.8333270663220131
eo_athenarunner,,,,,,,
eo_gluerunner,0.6023306846618652,0.01646733283996582,0.010931253433227539,0.010929993220738001,0.027339355704931765,0.01814825927283465,0.01814616704588751
eo_ons3objectcreated,0.6006434758504232,0.024191538492838543,0.01135392983754476,0.013243913650512695,0.04027603639344766,0.018902943749566675,0.022049542171021258
fmp_twitter_streaming,,,,,,,
fmp_twitterddb,0.5943809151649475,0.015416383743286133,0.008446574211120605,0.008050107955932617,0.025936875410960847,0.01421070898411431,0.01354368511932894
fmp_comparefaces,0.6155047416687012,0.0172116756439209,0.007752656936645508,0.008245646953582764,0.027963514297644806,0.012595608793568674,0.013396561221003606
fp_notification,0.6283800601959229,0.03751126925150553,0.43113160133361816,0.12184315919876099,0.059695193446796954,0.6861000668913579,0.19390042255760226
fp_conversion,0.8126500248908997,0.09859299659729004,0.4933875799179077,0.16335821151733398,0.12132282480459704,0.6071341473030119,0.20101914294442463
fp_sentiment,0.7526170611381531,0.022469162940979004,0.009203433990478516,0.008255243301391602,0.02985470845824273,0.012228574750299342,0.01096871666569387
t_payment_method,0.5959245681762695,0.015223383903503418,0.008370494842529297,0.013368964195251465,0.025545823610011776,0.01404623217355485,0.022433987301723458
t_ddb_encrypt_item,0.6813875436782837,0.08855283260345459,0.6250232458114624,,0.12995957062177335,0.9172801170350809,
sc_add_to_cart,,,,,,,
sc_update_cart,0.5889487266540527,0.02521979808807373,0.012668848037719727,0.009288390477498373,0.04282172105431478,0.021510952421434443,0.015771136021072264
sc_list_cart,0.6164848327636718,0.016761422157287598,0.019329261779785157,0.00905919075012207,0.027188701597323894,0.031353994052267284,0.014694912621791772
sc_migrate_cart,,,,,,,
sc_checkout_cart,,,,,,,
sc_delete_from_cart,,0.01806354522705078,,0.015348672866821287,,,
tcp_download_podcast,,,,,,,
tcp_check_transcribe,0.66615891456604,0.015362501144409181,0.7494068145751953,0.4086947441101074,0.023061315863973492,1.1249670284205173,0.6135093821814963
tcp_process_podcast_rss,0.6464297771453857,,2.417779922485352,,,3.7402050585636615,
tcp_upload_to_elasticsearch,0.6356885433197021,,,,,,
cer_lambda,0.8156123161315918,0.24983751773834229,0.9700379371643066,0.6361791292826334,0.30631896159110134,1.1893370391525568,0.7800018669409003
